Main,Unnamed: 1,2005-06-01 00:00:00,2005-09-01 00:00:00,2005-12-31 00:00:00,2006-03-01 00:00:00,2006-06-01 00:00:00,2006-09-01 00:00:00,2006-12-31 00:00:00,2007-03-01 00:00:00,2007-06-01 00:00:00,2007-09-01 00:00:00,2007-12-01 00:00:00,2008-03-01 00:00:00,2008-06-01 00:00:00,2008-09-01 00:00:00,2008-12-31 00:00:00,2009-03-31 00:00:00,2009-06-30 00:00:00,2009-09-30 00:00:00,2009-12-31 00:00:00,2010-03-31 00:00:00,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,2004-03-01 00:00:00,2005-03-01 00:00:00,2006-03-01 00:00:00.1,2007-03-01 00:00:00.1,2008-03-01 00:00:00.1,2009-03-01 00:00:00,2010-03-01 00:00:00,2011-03-01 00:00:00,2012-03-01 00:00:00,2013-03-01 00:00:00,2014-03-01 00:00:00,2015-03-01 00:00:00,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125
,Gross Margin,20.321,42.328,35.341,46.157,42.2,49.348,49.42399999999999,53.784000000000006,35.343,28.176,19.287,27.724000000000004,34.228,35.64,27.002999999999997,32.39999999999999,35.129999999999995,33.565,31.872,29.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.58500000000006,,,,217.87199999999996,,,,,,,,,,,,20.017000000000003,59.29199999999999,144.14700000000002,194.76500000000004,110.50699999999999,143.68699999999998,121.963,183.9165944,198.66651916799998,213.77925530751997,229.25561539379203,239.07050308591616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R&D,21.622,19.37,22.501,25.575,25.863,29.817,29.908,31.727,32.619,28.317,30.395,33.937,22.261,18.41,22.169,24.838,16.785999999999998,19.764000000000003,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.473,,,,92.873,,,,,,,,,,,,91.097,91.065,89.068,117.3,125.3,87.678,38.55,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SG&A,8.952,9.109,9.332,12.99,16.53,15.677,16.365,17.827,15.4,14.487,15.249,14.372,11.926,9.579,12.068,20.835,17.168,12.269999999999998,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.188,,,,150.377,,,,,,,,,,,,26.029,28.823,40.383,66.4,59.5,54.408,31.437999999999995,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Operating Expenses,30.573999999999998,28.479,31.833000000000002,38.565,42.393,45.494,46.272999999999996,49.554,48.019,42.804,45.644,48.309,34.187,27.989,34.237,45.673,33.95399999999999,32.034,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.661,,,,243.25,,,,,,,,,,,,117.12599999999999,119.888,129.451,183.7,184.8,142.086,69.988,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Operating Income,-10.252999999999997,13.849000000000004,3.507999999999999,7.591999999999999,-0.19299999999999784,3.853999999999999,3.1509999999999962,4.230000000000004,-12.675999999999995,-14.628000000000004,-26.357,-20.584999999999994,0.04100000000000392,7.651,-7.234000000000005,-13.27300000000001,1.176000000000002,1.5309999999999988,29.872,27.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.924000000000063,,,,-25.378000000000043,,,,,,,,,,,,-97.10899999999998,-60.59600000000002,14.696000000000026,11.065000000000055,-74.29300000000002,1.6009999999999707,51.974999999999994,179.9165944,194.66651916799998,209.77925530751997,225.25561539379203,235.07050308591616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Interest Income,-3.2,-1.6,-1.8,-2.2,-0.4,0.03600000000000014,0.20799999999999977,-0.3919999999999998,0.35499999999999976,1.3200000000000005,-0.18900000000000028,-0.49799999999999955,-0.7739999999999999,-2.216,-0.8960000000000004,-0.45200000000000007,-0.21100000000000013,-0.5449999999999999,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0060000000000002,,,,0.33699999999999974,,,,,,,,,,,,-1.0,-6.2,-8.8,1.0,17.834,-4.338000000000001,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pretax Income,-13.452999999999996,12.249000000000004,1.707999999999999,5.391999999999999,-0.5929999999999979,3.8899999999999992,3.358999999999996,3.838000000000004,-12.320999999999994,-13.308000000000003,-26.546,-21.082999999999995,-0.732999999999996,5.435,-8.130000000000006,-13.72500000000001,0.9650000000000019,0.9859999999999989,29.872,27.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.918000000000063,,,,-25.041000000000043,,,,,,,,,,,,-98.10899999999998,-66.79600000000002,5.896000000000026,12.065000000000055,-56.45900000000002,-2.7370000000000303,51.974999999999994,179.9165944,194.66651916799998,209.77925530751997,225.25561539379203,235.07050308591616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Income Tax,,,,,,0.164,0.426,-0.337,2.382,0.2,3.189,-0.08,1.03,-0.063,-0.33,-0.13,-0.07,-0.06,10.4552,9.457699999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.291,,,,-3.114,,,,,,,,,,,,0.0,0.0,0.0,2.0,5.851,-0.9579500000000105,18.191249999999997,62.97080804,68.13328170879998,73.42273935763198,78.8394653878272,82.27467608007065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Net Income,-13.452999999999996,12.249000000000004,1.707999999999999,5.391999999999999,-0.5929999999999979,3.725999999999999,2.932999999999996,4.175000000000004,-14.702999999999994,-13.508000000000003,-29.735,-21.002999999999997,-1.762999999999996,5.497999999999999,-7.800000000000006,-13.59500000000001,1.035000000000002,1.045999999999999,19.416800000000002,17.5643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.627000000000063,,,,-21.927000000000042,,,,,,,,,,,,-98.10899999999998,-66.79600000000002,5.896000000000026,10.065000000000055,-62.31000000000002,-1.7790500000000198,33.78375,116.94578636,126.5332374592,136.35651594988798,146.41615000596482,152.79582700584552,152.79582700584552,152.79582700584552,152.79582700584552,152.79582700584552,152.79582700584552,152.79582700584552,152.79582700584552,152.79582700584552,152.79582700584552,152.79582700584552,152.79582700584552,152.79582700584552,152.79582700584552,152.79582700584552,152.79582700584552,152.79582700584552,152.79582700584552,152.79582700584552,152.79582700584552,152.79582700584552,152.79582700584552,152.79582700584552,152.79582700584552,152.79582700584552,152.79582700584552,152.79582700584552,152.79582700584552,152.79582700584552,152.79582700584552,152.79582700584552,152.79582700584552,152.79582700584552,152.79582700584552,152.79582700584552,152.79582700584552
,EPS,-0.14879991151421298,0.12680255489187262,0.017659222497932166,0.05405297030695509,-0.005944623774485212,0.03530314658480429,0.028001069253241136,0.04013111098294792,-0.1411158353408643,-0.12949240281838664,-0.2861500856477472,-0.21449361206711667,-0.01824466268588751,0.05647315008833559,-0.08140432904047262,-0.14325907816813852,0.01084201043347093,0.011023754821575353,0.20463292793457416,0.18510949982083763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05113629627873379,,,,-0.12997166668642515,,,,,,,,,,,,-1.1952414019955409,-0.7414034230914381,0.06054817872803666,0.10065000000000054,-0.6054040399133335,-0.018497906176973094,0.35550615595075236,1.230619660738714,1.3315083390424076,1.4348786272744183,1.5407360834048702,1.6078693781526414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Shares,90.41,96.599,96.72,99.754,99.754,105.543,104.746,104.034,104.191,104.315,103.914,97.919,96.631,97.356,95.818,94.898,95.462,94.886,94.886,94.886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.706,,,,168.706,,,,,,,,,,,,82.083,90.094,97.377,100.0,102.923,96.17575,95.03,95.03,95.03,95.03,95.03,95.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gross Margin,0.8181415572912473,0.906614119259767,0.8532763532763533,0.8439442697286622,0.8188133028056968,0.8067353277750531,0.7918863057375867,0.8294368021713651,0.7769741470277877,0.7534898646841739,0.7200403195699246,0.6674209778762128,0.7051213382225702,0.7533131829807022,0.8375880145165793,0.7384615384615384,0.7396412329459323,0.6969910916377682,0.75,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5125467301684847,0.778866615873683,0.8598809324965998,0.8116391973829518,0.7308325672753245,0.74,0.76,0.77,0.78,0.79,0.8,0.8,0.08,1650.3381280117906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R&D % of Sales,0.8705209759239874,0.41488176833447565,0.5432662127577382,0.4676186645213194,0.5018238969304202,0.48744482589504656,0.47919503949497705,0.48928196903337234,0.7170902215969047,0.7572605230785688,1.13473456283133,0.8169912612243915,0.4585925590210539,0.3891272642725793,0.6876453984304725,0.5661082621082623,0.3534192353040256,0.41040762505970063,0.023531626506024094,0.025842464337399215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3325907717519327,1.1962404434752911,0.5313178553532654,0.4888212864376054,0.8286653395676127,0.4704184394499499,0.22781129778570963,0.004186680394512568,0.003926177411607047,0.0036954006545845174,0.003489554655513416,0.003346293205032071,0.09,1472.711162610742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SG&A % of Sales,0.36041549239069165,0.19510366689513364,0.22531266599063213,0.2375118847363417,0.3207342155302883,0.2562857609939513,0.26220498934516845,0.27492134970082044,0.33855082659162855,0.38741509333048085,0.5692899275741059,0.3459881075615686,0.24568414980841333,0.20246877047621062,0.3743292285740873,0.474871794871795,0.3614620178541351,0.25479161907926157,0.023531626506024094,0.025842464337399215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6664874276642597,0.37862228410792637,0.2408969433773175,0.276707019773717,0.39350030091199484,0.29191503516951656,0.18578292035764304,0.012560041183537705,0.011778532234821141,0.011086201963753553,0.010468663966540247,0.010038879615096212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Operating Margin,-0.4127949110234317,0.2966286840301577,0.08469747452798299,0.1388137204710012,-0.003744809655011794,0.06300474088605525,0.05048627689744118,0.06523348343717235,-0.2786669011607456,-0.39118575172487574,-0.9839841708355112,-0.4955583909097473,0.0008446293931029607,0.16171714823191224,-0.22438661248798059,-0.3025185185185188,0.024759979787771644,0.03179184749880597,0.7029367469879517,0.6983150713252015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4865314692477076,-0.7959961117095345,0.087666133766017,0.04611089117162942,-0.49133307320428304,0.008589839202072994,0.30714636063326217,0.7532532784219498,0.7642952903535718,0.775218397381662,0.7860417813779464,0.7866148271798717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pretax Margin,-0.5416297608503098,0.26235863605209053,0.04123810903471918,0.0985884590068017,-0.01150607318871508,0.06359326467222494,0.053818915930975854,0.05918820553944858,-0.2708626450932113,-0.3558859710113923,-0.991040095572314,-0.5075471243891282,-0.015100325491327015,0.11487814673120415,-0.2521790378113467,-0.3128205128205131,0.020317500421088132,0.020474697344103638,0.7029367469879517,0.6983150713252015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.512137041020125,-0.8774400336284585,0.035171442888162596,0.050278165565811904,-0.37338879813765247,-0.014684815675249516,0.30714636063326217,0.7532532784219498,0.7642952903535718,0.775218397381662,0.7860417813779464,0.7866148271798717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tax Rate,0,0,0,0,0,0.04215938303341903,0.1268234593629058,-0.08780614903595614,-0.19332846359873396,-0.015028554253080851,-0.12013109319671514,0.003794526395674241,-1.4051841746248372,-0.01159153633854646,0.04059040590405901,0.009471766848816022,-0.07253886010362681,-0.060851926977687695,0.35,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.16576875259013601,0.0,0.0,0.2,0.31,0.31,0.31,0.31,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Net Margin,-0.5416297608503098,0.26235863605209053,0.04123810903471918,0.0985884590068017,-0.01150607318871508,0.06091221186856301,0.04699341483344809,0.06438529393621621,-0.32322810411537095,-0.36123442263464733,-1.110094825655193,-0.5056212234285851,-0.03631906390342375,0.11620976094354377,-0.2419429883060891,-0.30985754985755015,0.021791308741788824,0.021720622131777292,0.4569088855421687,0.45390479636138104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.512137041020125,-0.8774400336284585,0.035171442888162596,0.041943616777446936,-0.41208409663573786,-0.009545130188912185,0.19964513441162043,0.48961463097426733,0.4967919387298217,0.5038919582980802,0.5109271578956652,0.5112996376669167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Risperdal Consta,,,,,0.42361111111111116,0.44099378881987583,0.3372781065088757,0.40884573894282683,0.3595121951219511,0.26551724137931054,0.30575221238938055,0.183001531393568,0.23107283817725155,0.1495231607629426,0.0803117587258555,0.05177993527508096,0.013698630136986356,0.04474074074074075,0.10602258469259729,0.0849230769230771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Risperdal Consta royalty,,,,,0.4259156492785794,0.44064436183395284,0.3417691579943236,0.14491228070175421,0.3586300836738665,0.2640633063822466,0.30160408954697693,0.1864848299111248,0.22901747350329416,0.14847577572128468,0.07936078006500535,0.06638253906754477,0.013984384104416936,0.044910534423509896,0.13149309912170626,0.11638609664527055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5424802110817941,0.8230593607305938,0.31786873114362146,0.14618761600495925,0.06184490658792475,0.02730300921487241,0.011802095444168992,0.0051559756019043035,0.0022406143916692024,0.0009762760539302265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Manufacturing Revenue,,,,,0.5871415289994995,0.931243530977377,0.9546721032959566,0.2496361952639239,0.4201324742035777,-0.075989587321032,-0.5037026735736885,0.12114475262897884,0.2250531459212488,0.36881136843849704,0.43838879159369526,-0.22375751471467697,-0.253975653975654,-0.0061745210206120005,0.35562265621195155,-0.07408158300218948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5732048492384207,0.6029687808733455,0.6242584860017562,0.6514866463716541,0.677195919548737,0.7053263928975794,0.7338928557301463,0.76399739486015,0.795138463882844,0.8276520918831995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total Revenue,,,,,1.0749657782430146,0.31018677176148035,0.5069052102950407,0.18562129744752442,-0.11738911094726234,-0.3886872649991826,-0.5708265906141349,-0.3594010239960521,0.06713858600070344,0.2652029737391026,0.2035764951840513,0.05623630804785851,-0.021548349882576034,0.017881676565703497,0.3181550296225071,-0.11803988603988591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9492497567470679,1.20208601529044,0.4314646018754922,-0.3698789406788491,0.23263473251899702,-0.09208994382534885,0.41150059981444165,0.06635028313682168,0.062449725643747955,0.05898918899174421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
