Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54
,Revenue,244.1,237.1,302.40000000000003,258.5,247.9,236.6,288.90000000000003,296,312,310.6,378.2,387.90000000000003,412,420.40000000000003,452.7,498.8,514.6,515.3,590.1999999999999,622.1,627.7,0,0,0,0,,,,0.0,116.6,451.20000000000005,788.1,1045.9,1133.5000000000002,1468.7,1887.1,2355.3,2497.175,2570.6337500000004,2708.1654375000007,2893.6737093750007,3079.477394843751,3288.911264585938,3497.3268278152354,,,,,,,,,
,COGS,2.5,2.1,2.4,2.9,2.9,2.9,3.1,4.2,4.1,4.6,4.8,6.1,7.7,8.5,11.5,11.2,7.7,7.5,9.2,8,8.4,,,,,,,,,,4.9,7.4,10.1,14.3,23.2,38.9,33.1,24.971750000000004,25.706337500000004,27.081654375000006,28.936737093750008,30.79477394843751,32.889112645859385,34.973268278152354,,,,,,,,,
,Gross Profit,241.6,235,300.00000000000006,255.6,245,233.7,285.8,291.8,307.9,306,373.4,381.8,404.3,411.90000000000003,441.2,487.6,506.90000000000003,507.79999999999995,580.9999999999999,614.1,619.3000000000001,,,,,,,,0.0,116.6,446.30000000000007,780.7,1035.8000000000002,1119.2000000000003,1445.5,1848.1999999999998,2322.2000000000003,2472.20325,2544.9274125000006,2681.0837831250005,2864.736972281251,3048.6826208953134,3256.022151940079,3462.353559537083,,,,,,,,,
,R&D,55.3,58.3,80.9,69.1,66.7,73.2,74.8,92.7,87.4,102.2,135.9,107.7,118,139.5,145.8,142.2,124.3,159.4,191.1,195,164.4,,,,,,,,,,155.8,200.0,275.0,328.1,463.8,551.8,709.9,,,,,,,,,,,,,,,,
,SG&A,101.3,117.8,96.5,112.5,106.5,129,143.2,154.6,156.5,200.7,182.8,186.3,182.9,143.9,221.8,204.2,194,243.1,242,234.3,241.6,,,,,,,,,,248.9,354.1,433.3,583.3,752.6999999999999,763.9000000000001,961.0000000000001,749.1525,771.1901250000001,812.4496312500002,868.1021128125002,923.8432184531252,986.6733793757815,1049.1980483445707,,,,,,,,,
,OpEx,156.6,176.1,177.4,181.6,173.2,202.2,218,247.3,243.9,302.9,318.70000000000005,294,300.9,283.4,367.6,346.4,318.3,402.5,433.1,429.3,406,,,,,,,,0.0,0.0,404.70000000000005,554.1,708.3,911.4,1216.5,1315.7,1670.9,749.1525,771.1901250000001,812.4496312500002,868.1021128125002,923.8432184531252,986.6733793757815,1049.1980483445707,,,,,,,,,
,OpInc,85,58.900000000000006,122.60000000000005,74,71.80000000000001,31.5,67.80000000000001,44.5,63.99999999999997,3.1000000000000227,54.69999999999993,87.80000000000001,103.40000000000003,128.50000000000006,73.59999999999997,141.20000000000005,188.60000000000002,105.29999999999995,147.89999999999986,184.8,213.30000000000007,,,,,,,,0.0,116.6,41.60000000000002,226.60000000000002,327.5000000000002,207.8000000000003,229.0,532.4999999999998,651.3000000000002,1723.0507499999999,1773.7372875000005,1868.6341518750005,1996.6348594687506,2124.839402442188,2269.348772564297,2413.1555111925127,,,,,,,,,
,Interest,-8.2,-8.2,-8.3,-8.5,-7.8,-6.4,-6.2,-6.6,-6.6,-2.6,-2.2,-1.2,7.300000000000001,8.700000000000001,10.7,14.5,18.9,22.299999999999997,22.8,23.4,22.5,,,,,,,,,,-15.0,-32.0,-20.199999999999996,-22.0,1.2999999999999998,52.8,91.0,58.211999999999996,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
,Pretax,76.8,50.7,114.30000000000005,65.5,64.00000000000001,25.1,61.60000000000001,37.9,57.39999999999997,0.5000000000000226,52.49999999999993,86.60000000000001,110.70000000000003,137.20000000000005,84.29999999999997,155.70000000000005,207.50000000000003,127.59999999999995,170.69999999999987,208.20000000000002,235.80000000000007,,,,,,,,0.0,116.6,26.600000000000023,194.60000000000002,307.30000000000024,185.8000000000003,230.3,585.2999999999997,742.3000000000002,1781.2627499999999,1773.7372875000005,1868.6341518750005,1996.6348594687506,2124.839402442188,2269.348772564297,2413.1555111925127,,,,,,,,,
,Taxes,4.6,1.5,3.6,0,0,0,15.2,0,0,7.5,0,29.4,14.5,-26.7,26.1,32.5,50.5,-8.9,33.6,60.5,59.499999999999986,,,,,,,,,,0.7,9.5,0.0,11.8,51.4,82.4,144.7,356.25255,354.7474575000001,373.72683037500013,399.32697189375017,424.9678804884377,453.86975451285946,482.63110223850254,,,,,,,,,
,Net Income,72.2,49.2,110.70000000000006,65.5,64.00000000000001,25.1,46.400000000000006,37.9,57.39999999999997,-6.999999999999977,52.49999999999993,57.20000000000001,96.20000000000003,163.90000000000003,58.19999999999997,123.20000000000005,157.00000000000003,136.49999999999994,137.09999999999988,147.70000000000002,176.30000000000007,,,,,,,,0.0,116.6,25.900000000000023,185.10000000000002,307.30000000000024,174.00000000000028,178.9,502.89999999999975,597.6000000000001,1425.0102,1418.9898300000004,1494.9073215000003,1597.3078875750004,1699.8715219537505,1815.4790180514378,1930.5244089540101,,,,,,,,,
,EPS,0.742798353909465,0.5072164948453608,1.127291242362526,0.7020364415862809,0.6584362139917697,0.2556008146639511,0.4749232343909929,0.3879222108495394,0.6048472075869332,-0.07172131147540961,0.5491631799163172,0.5777777777777778,0.9524752475247528,1.687950566426365,0.5808383233532931,1.2185954500494565,1.5575396825396828,1.317567567567567,1.3195380173243492,1.460929772502473,1.7000964320154297,,,,,,,,,,0.2714884696016774,1.9341692789968654,3.142126789366056,1.7773237997957128,1.819938962360122,5.039078156312623,5.79772010671841,13.824983749696822,13.766576085374732,14.503102803783655,15.496559666019893,16.49159856370362,17.61318474946823,18.729317574135436,,,,,,,,,
,Shares,97.2,97,98.2,93.3,97.2,98.2,97.7,97.7,94.9,97.6,95.6,99,101,97.1,100.2,101.1,100.8,103.6,103.9,101.1,103.7,,,,,,,,86.7,88.1,95.4,95.7,97.8,97.9,98.3,99.8,103.075,103.075,103.075,103.075,103.075,103.075,103.075,103.075,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ingrezza y/y,,,,,,-0.0004327131112072946,-0.002989536621823663,0.13656040928768198,0.25777041027766256,0.3203463203463204,0.3193403298350823,0.31336565096952906,0.3331136738056013,0.36163934426229516,0.2678977272727272,0.2965989981544952,0.25358378645575863,0.21927710843373505,0.3179440527632478,0.2613168724279835,0.22999999999999998,0.22529644268774707,0.07851596203623812,0.027732463295269127,0.03252032520325199,,,,,,2.51286449399657,0.8381347656249998,0.3203612697569398,0.09656976159340114,0.3218053389597284,0.291276285654799,0.25260668601526404,0.04658671586715868,0.05389475949860101,0.053501082174775005,0.053138656110996996,0.05280497659429462,0.05249777082708884,0.052214971695491386,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gross Margin,0.9897582957804179,0.9911429776465627,0.9920634920634921,0.9887814313346228,0.9883017345703913,0.9877430262045647,0.9892696434752509,0.9858108108108109,0.9868589743589743,0.9851899549259497,0.9873083024854574,0.9842742974993555,0.9813106796116505,0.9797811607992388,0.9745968632648553,0.9775461106655975,0.9850369218810727,0.9854453716281778,0.9844120637072178,0.9871403311364733,0.9866178110562371,,,,,,,,,1.0,0.9891400709219859,0.9906103286384976,0.9903432450521084,0.9873842082046759,0.9842037175733642,0.9793863600233161,0.9859465885449837,0.99,0.9900000000000001,0.9899999999999999,0.9900000000000001,0.99,0.99,0.99,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cash,,,,,,,,,,,968,,,,,,,,1820.3,,1940.3999999999999,,,,,,,,,,,,,,,,1940.3999999999999,,,,,,,,,Discount,0.08,,,,,,
,AR,,,,,,,,,,,,,,,,,,,468.2,,479.1,,,,,,,,,,,,,,,,479.1,,,,,,,,,NPV,10264.189747201255,,,,,,
,Inventory,,,,,,,,,,,,,,,,,,,42.5,,57.4,,,,,,,,,,,,,,,,57.4,,,,,,,,,Share,99.65232764273063,,,,,,
,OCA,,,,,,,,,,,,,,,,,,,120.2,,112.1,,,,,,,,,,,,,,,,112.1,,,,,,,,,ROIC,0.03,,,,,,
,DT,,,,,,,,,,,,,,,,,,,419.5,,485.7,,,,,,,,,,,,,,,,485.7,,,,,,,,,,,,,,,,
,ROU,,,,,,,,,,,,,,,,,,,262.9,,509.4,,,,,,,,,,,,,,,,509.4,,,,,,,,,,,,,,,,
,PPE,,,,,,,,,,,,,,,,,,,80.1,,82.6,,,,,,,,,,,,,,,,82.6,,,,,,,,,,,,,,,,
,Goodwill,,,,,,,,,,,,,,,,,,,33.5,,36.5,,,,,,,,,,,,,,,,36.5,,,,,,,,,,,,,,,,
,ONCA,,,,,,,,,,,,,,,,,,,57.8,,15.5,,,,,,,,,,,,,,,,15.5,,,,,,,,,,,,,,,,
,Assets,,,,,,,,,,,,,,,,,,,3305,0,3718.7,,,,,,,,,,,,,,,,3718.7,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AP,,,,,,,,,,,,,,,,,,,358.5,,461.6,,,,,,,,,,,,,,,,461.6,,,,,,,,,,,,,,,,
,OCL,,,,,,,,,,,,,,,,,,,40,,46.1,,,,,,,,,,,,,,,,46.1,,,,,,,,,,,,,,,,
,Lease,,,,,,,,,,,,,,,,,,,256.2,,455.1,,,,,,,,,,,,,,,,455.1,,,,,,,,,,,,,,,,
,ONCL,,,,,,,,,,,,,,,,,,,141.1,,166.2,,,,,,,,,,,,,,,,166.2,,,,,,,,,,,,,,,,
,SE,,,,,,,,,,,,,,,,,,,2509.2,,2589.7,,,,,,,,,,,,,,,,2589.7,,,,,,,,,,,,,,,,
,L+SE,,,,,,,,,,,,,,,,,,,3305,,3718.7,,,,,,,,,,,,,,,,3718.7,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Model NI,72.2,49.2,110.70000000000006,65.5,64.00000000000001,25.1,46.400000000000006,37.9,57.39999999999997,-6.999999999999977,52.49999999999993,57.20000000000001,96.20000000000003,163.90000000000003,58.19999999999997,123.20000000000005,157.00000000000003,136.49999999999994,137.09999999999988,147.70000000000002,176.30000000000007,,,,,,,,,,,,,,,,597.6000000000001,,,,,,,,,,,,,,,,
,Reported NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.3,,,,,,,,,,,,,,,,
,SBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.5,,,,,,,,,,,,,,,,
,Converts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.4,,,,,,,,,,,,,,,,
,Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5,,,,,,,,,,,,,,,,
,Investment premium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26.2,,,,,,,,,,,,,,,,
,Amort of Intangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,,,,,,,,,,,,,,,,
,Fair Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.1,,,,,,,,,,,,,,,,
,DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-123.1,,,,,,,,,,,,,,,,
,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5,,,,,,,,,,,,,,,,
,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.2,,,,,,,,,,,,,,,,
,CFFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.3999999999999,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88.59999999999991,,,,,,,,,,,,,,,,
,CapEx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-38.2,,,,,,,,,,,,,,,,
,CFFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-126.79999999999991,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.1,,,,,,,,,,,,,,,,
,Buyback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-300.0,,,,,,,,,,,,,,,,
,Convert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-308.8,,,,,,,,,,,,,,,,
,CFFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-486.70000000000005,,,,,,,,,,,,,,,,
,CIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.100000000000136,,,,,,,,,,,,,,,,
