Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,,7/2/09: Acquires BMY Lebanon/Jordan business for $23m.,,,,,,,,,
,,7/22/09: Acquires Stiefel for $3.3bn.,,,,,,,,,
,,10/6/09: Priorix MMR Chinese deal.,,,,,,,,,
,,12/1/09: Completes Aspen transaction.,,,,,,,,,
,,12/2009: Purchases Algerian drug company for $38m.,,,,,,,,,
,,12/2009: NovaMin acquisition for 87m pounds.,,,,,,,,,
,,3/2010: Acquires 25% of JCR Pharma (Japan).,,,,,,,,,
,,5/2010: Acquires 10% of Dong-A for GBP74m.,,,,,,,,,
,,6/2010: Acquires Phoenix Labs in Argentina for $250m.,,,,,,,,,
,,12/7/10: Acquires Nanjing MeiRui Pharmaceuticals for $70m.,,,,,,,,,
,,12/13/10: Acquires Maxinutrition for GBP162m.,,,,,,,,,
,,12/19/10: German Federal register notes Chiesi's price of 50% discount to Advair.,,,,,,,,,
,,1/17/11: $3.4bn USD legal charge. Afer tax of GBP1.8bn.,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,Results announcement for the fourth quarter 2008,,,,,,,,,
,,GSK’s paediatric pneumococcal candidate vaccine Synflorix™ receives positive opinion in Europe,,,,,,,,,
,,GlaxoSmithKline receives European Commission approval to market alli® (orlistat 60mg),,,,,,,,,
,,GSK and Xenoport resubmit new drug application for Solzira™ in restless legs syndrome,,,,,,,,,
,,GlaxoSmithKline and Archemix form strategic alliance to develop aptamers to treat inflammatory diseases,,,,,,,,,
,,GlaxoSmithKline to cease providing corporate political contributions,,,,,,,,,
,,"GlaxoSmithKline extends tender offer for Genelabs Technologies, Inc.",,,,,,,,,
,,Two new studies in the New England Journal of Medicine show malaria vaccine candidate advancing in Africa,,,,,,,,,
,,"GSK and Neptunus sign cooperation agreement to form joint venture for the co-development of flu vaccines in China, Hong Kong and Macau",,,,,,,,,
,,"Cervarix, GSK’s cervical cancer vaccine, wins tender for Dutch national immunisation programme",,,,,,,,,
,,GlaxoSmithKline and AFFiRiS sign an exclusive licence and option agreement for therapeutic Alzheimer’s disease candidate vaccines,,,,,,,,,
,,Results announcement for the third quarter 2008,,,,,,,,,
,,"GlaxoSmithKline to acquire the leading dry mouth brand, Biotene",,,,,,,,,
,,GSK’s Emerging Markets strategy advances with acquisition in Egypt,,,,,,,,,
,,"GSK responds to NICE’s second technology appraisal consultation document on the use of Tyverb, in combination with capecitabine, for women with previously treated advanced or metastatic breast cancer",,,,,,,,,
,,LF Elimination programme treats over half billion people and protects millions more from debilitating disease,,,,,,,,,
,,GSK update on FDA review of Promacta® (eltrombopag),,,,,,,,,
,,"New data for GlaxoSmithKline’s pre-pandemic H5N1 influenza vaccine, Prepandrix™, show administration flexibility for pandemic planning",,,,,,,,,
,,GSK and Xenoport announce submission of new drug application requesting FDA approval of Solzira™ for Restless Legs Syndrome,,,,,,,,,
,,Tyverb® demonstrates encouraging results in Phase II study in advanced head and neck cancer,,,,,,,,,
,,ESMO 2008 - GlaxoSmithKline to present encouraging new data supporting late stage development programme,,,,,,,,,
,,GlaxoSmithKline and Cellzome announce major strategic alliance,,,,,,,,,
,,GlaxoSmithKline and Valeant Pharmaceuticals announce worldwide collaboration agreement for retigabine,,,,,,,,,
,,GlaxoSmithKline and the Harvard Stem Cell Institute announce a unique collaboration to enable the discovery of new medicines,,,,,,,,,
,,Results announcement for the second quarter 2008,,,,,,,,,
,,GSK enters transformational agreement with Aspen to drive growth in emerging markets,,,,,,,,,
,,GSK receives BITC CommunityMark for global community programmes,,,,,,,,,
,,GlaxoSmithKline responds to FDA on Cervarix® and plans to submit final study data for approval,,,,,,,,,
,,"Cervarix™, GSK’s cervical cancer vaccine, wins tender for UK national immunisation programme",,,,,,,,,
,,GlaxoSmithKline responds to Government announcement on the PPRS,,,,,,,,,
,,GlaxoSmithKline and Mpex Pharmaceuticals form alliance to develop novel efflux pump inhibitors for use against serious gram-negative infections,,,,,,,,,
,,Revolade® (eltrombopag) data presented at EHA: updated data for EXTEND plus new data for REPEAT and DELPHI studies,,,,,,,,,
,,"GlaxoSmithKline receives marketing authorisation in the EU for Tyverb® (lapatinib), the first oral targeted therapy for ErbB2-positive breast cancer",,,,,,,,,
,,"GlaxoSmithKline acquires Sirtris Pharmaceuticals, Inc., a world leader in sirtuin research and development",,,,,,,,,
,,GlaxoSmithKline and Boston’s Immune Disease Institute put scientists head-to-head in race for new discoveries,,,,,,,,,
,,GlaxoSmithKline successfully completes tender offer for shares of Sirtris Pharmaceuticals,,,,,,,,,
,,New data offer insights into the potential role for Tykerb® / Tyverb® (lapatinib) in non-cytotoxic chemotherapy-based treatment regimens,,,,,,,,,
,,New data on MAGE-A3 cancer immuno therapy support novel options of treating non-small cell lung cancer and melanoma,,,,,,,,,
,,GlaxoSmithKline announces new drug application and Phase III results for Rezonic™ / Zunrisa™ (casopitant),,,,,,,,,
,,GlaxoSmithKline plc - results of AGM,,,,,,,,,
,,First pre-pandemic vaccine approved to help protect against pandemic influenza,,,,,,,,,
,,GSK announces results of first Phase III trial evaluating Tykerb®/Tyverb® (lapatinib) plus Herceptin® (trastuzumab),,,,,,,,,
,,The battle against obesity: European experts and pharmacists call for an increased role for pharmacy,,,,,,,,,
,,Scientists publishing in Nature call for the diversification of antiviral stockpiles in preparation for an influenza pandemic,,,,,,,,,
,,Cervarix™ provides longest duration of sustained neutralising antibodies reported for any vaccine against HPV 16 and 18 to date,,,,,,,,,
,,GlaxoSmithKline commences tender offer to acquire Sirtris Pharmaceuticals,,,,,,,,,
,,FDA approves Advair 250/50 for reduction of exacerbations in patients with COPD,,,,,,,,,
,,GSK announces changes to Corporate Executive Team,,,,,,,,,
,,"GlaxoSmithKline awards £300,000 to community health charities in recognition of their work",,,,,,,,,
,,GlaxoSmithKline's Volibris (ambrisentan) receives authorisation from the European Commission for the treatment of Functional Class II and III Pulmonary Arterial Hypertension,,,,,,,,,
,,"GSK receives positive opinion for conditional approval of new oral breast cancer treatment, Tyverb (lapatinib)",,,,,,,,,
,,Results announcement for the first quarter 2008,,,,,,,,,
,,"GlaxoSmithKline to acquire Sirtris Pharmaceuticals, a world leader in 'Sirtuin' research and development",,,,,,,,,
,,GlaxoSmithKline gains approval for co-administration of Avodart® (dutasteride) with tamsulosin for the treatment of benign prostatic hyperplasia under the European Mutual Recognition Procedure,,,,,,,,,
,,GlaxoSmithKline reports further progress of oncology portfolio,,,,,,,,,
,,GlaxoSmithKline and Regulus Therapeutics form strategic alliance to develop microRNA targeted therapeutics to treat inflammatory diseases,,,,,,,,,
,,Treximet (sumatriptan and naproxen sodium) tablets approved by FDA for acute treatment of migraine,,,,,,,,,
,,GlaxoSmithKline confirms receipt of FDA letter on regulatory reporting,,,,,,,,,
,,"FDA approves Rotarix [Rotavirus Vaccine, live, oral], the first vaccine licensed to complete the rotavirus immunisation series by four months of age",,,,,,,,,
,,Tyverb (lapatinib) European regulatory update,,,,,,,,,
,,Phase III study of Bosatria (mepolizumab) showed disease control with reduced corticosteroid use in hypereosinophilic syndrome,,,,,,,,,
,,FDA grants Priority Review For Promacta / Revolade (Eltrombopag),,,,,,,,,
,,Update on GSK's malaria treatments: Dacart and Lapdap,,,,,,,,,
,,XenoPort and GlaxoSmithKline report positive top-line results of final pivotal trial of XP13512/GSK1838262 for restless legs syndrome,,,,,,,,,
,,GlaxoSmithKline statement: Public Library of Science Medicine article on antidepressant medicines,,,,,,,,,
,,GlaxoSmithKline and Theravance announce expansion of the Horizon programme with start of large Phase 2B study of LABA in COPD patients,,,,,,,,,
,,GSK's Volibris (ambrisentan) receives EMEA positive opinion for approval to treat class II and II pulmonary arterial hypertension (PAH),,,,,,,,,
,,New price reductions for GSK antiretrovirals in the world's poorest countries,,,,,,,,,
,,Novel anti-CD20 monoclonal antibody ofatumumab demonstrates anti-tumour responses in patients with relapsed/refractory B-cell chronic lymphocytic leukaemia,,,,,,,,,
,,FDA extends review of NDA for Entereg® (alvimopan),,,,,,,,,
,,Full-year results announcement 2007,,,,,,,,,
,,GlaxoSmithKline responds to findings in ACCORD study,,,,,,,,,
,,GlaxoSmithKline receives EMEA positive opinion for the approval of Hycamtin® (topotecan) hard capsules for the treatment of relapsed small cell lung cancer,,,,,,,,,
,,GlaxoSmithKline and Amira Pharmaceuticals enter global agreement for FLAP inhibitor programme,,,,,,,,,
,,GlaxoSmithKline files pneumococcal paediatric vaccine in the EU,,,,,,,,,
,,GlaxoSmithKline welcomes European guidance that stockpiling more than one antiviral would be useful in preparing for a flu pandemic,,,,,,,,,
,,GlaxoSmithKline and Synta announce elesclomol granted US orphan drug designation by the FDA,,,,,,,,,
,,GSK appoints Lon Cardon to focus genetics on new disease targets,,,,,,,,,
,,GSK and MRC to identify new therapeutic targets and biomarkers from genetic association studies,,,,,,,,,
,,GlaxoSmithKline and TB Alliance renew tuberculosis drug discovery programme,,,,,,,,,
,,GlaxoSmithKline and Medicines For Malaria Venture announce new collaboration to investigate novel antimalarial compounds,,,,,,,,,
,,GlaxoSmithKline to revise Avandia® (rosiglitazone maleate) label in Europe following assessment by CHMP,,,,,,,,,
,,GlaxoSmithKline and Adolor report favourable FDA Advisory Committee meeting for Entereg® (alvimopan) for the management of postoperative ileus in bowel resection,,,,,,,,,
,,New allergic rhinitis treatment Avamys™ approved in Europe,,,,,,,,,
,,GlaxoSmithKline and XenoPort report positive top-line results of second phase 3 restless legs syndrome trial for XP13512/GSK1838262,,,,,,,,,
,,GlaxoSmithKline and Theravance announce start of large Phase 2B ICS and LABA studies for asthma in the Horizon programme,,,,,,,,,
,,First head-to-head study comparing common treatments for patients with COPD shows quality of life and survival benefits for patients treated with Seretide,,,,,,,,,
,,GlaxoSmithKline files for FDA approval of Promacta/Revolade (eltrombopag) to be the first oral platelet growth factor for rare blood disorder,,,,,,,,,
,,"GlaxoSmithKline and Santaris Pharma enter global R&D alliance to discover, develop and commercialise RNA antagonists as novel antivirals",,,,,,,,,
,,GlaxoSmithKline completes acquisition of Reliant Pharmaceuticals,,,,,,,,,
,,GlaxoSmithKline receives FDA ‘complete response’ letter for cervical cancer vaccine,,,,,,,,,
,,GlaxoSmithKline announces data on Tykerb® (lapatinib) plus capecitabine for the treatment of HER2-positive breast cancer brain metastases,,,,,,,,,
,,"GlaxoSmithKline, via its Centre Of Excellence for External Drug Discovery, exercises its options to further develop and commercialise Exelixis’ anti-cancer C-Met inhibitior XL880",,,,,,,,,
,,GlaxoSmithKline presents innovative neuroscience pipeline,,,,,,,,,
,,GlaxoSmithKline responds to JAMA article on the ICES thiazolidinediones and cardiovascular outcomes in older patients with diabetes,,,,,,,,,
,,GlaxoSmithKline receives decision from US FDA on Requip® XL™,,,,,,,,,
,,Long-term safety and efficacy data on Promacta™ (eltrombopag) presented at American Society of Hematology Annual Meeting,,,,,,,,,
,,GlaxoSmithKline and OncoMed Pharmaceuticals form strategic alliance to develop cancer stem cell antibody therapeutics,,,,,,,,,
,,GlaxoSmithKline and Galapagos enter strategic alliance to develop novel antibacterials and antivirals,,,,,,,,,
,,GlaxoSmithKline announces appointments to the Board of Directors,,,,,,,,,
,,GSK’s continued commitment to fighting HIV/AIDS results in approval of new formulations of three medicines for the treatment of children,,,,,,,,,
,,Statement from GlaxoSmithKline: publication of update regarding thiazolidinediones to treatment guidelines for the management of type 2 diabetes mellitus by the European Association for the Study of Diabetes (EASD) and the American Diabetes Association (ADA),,,,,,,,,
,,GSK response to Nature Medicine article on rosiglitazone and bone in mice,,,,,,,,,
,,GSK statement on US Food and Drug Administration Pediatric Advisory Committee recommendations regarding salmeterol,,,,,,,,,
,,"GlaxoSmithKline obtains exclusive US OTC marketing rights to Mevacor® (lovastatin) from Merck & Co., Inc.",,,,,,,,,
,,New data published in The Lancet show GSK's rotavirus vaccine Rotarix offers sustained and broad protection against all common circulating rotavirus types,,,,,,,,,
,,GlaxoSmithKline to acquire Reliant Pharmaceuticals,,,,,,,,,
,,GlaxoSmithKline and Genmab initiate ofatumumab rheumatoid arthritis Phase III programme,,,,,,,,,
,,GSK and the European Foundation for the Study of Diabetes (EFSD) commit €1 million to diabetes research in Europe,,,,,,,,,
,,GlaxoSmithKline revises US labeling for Avandia,,,,,,,,,
,,Prometheus to acquire Lotronex® from GlaxoSmithKline,,,,,,,,,
,,GlaxoSmithKline initiates trials of Promacta®/Revolade™ (eltrombopag) to investigate the potential to aid hepatitis C patients in achieving sustained virological response,,,,,,,,,
,,New innovation grants boost malaria advocacy efforts in Africa,,,,,,,,,
,,Fabre Kramer Pharmaceuticals receives decision from FDA on gepirone ER for major depressive disorder,,,,,,,,,
,,Results announcement for the third quarter 2007,,,,,,,,,
,,GlaxoSmithKline and Tolerx form worldwide collaboration for development and commercialisation of novel medication,,,,,,,,,
,,New allergic rhinitis treatment Avamys™ receives positive opinion in Europe,,,,,,,,,
,,European Medicine Agency (EMEA) confirms positive Avandia benefit risk assessment,,,,,,,,,
,,"New Lancet study: Malaria vaccine candidate has promising safety, tolerability profile in infants",,,,,,,,,
,,GSK receives approval for Hycamtin® (topotecan) capsules for the treatment of relapsed small cell lung cancer,,,,,,,,,
,,GlaxoSmithKline and Synta Pharmaceuticals announce development and commercialisation collaboration for STA-4783 in oncology,,,,,,,,,
,,GlaxoSmithKline appoints Andrew Witty CEO designate,,,,,,,,,
,,GlaxoSmithKline and Anacor Pharmaceuticals form alliance to develop systemic antivirals and antibiotics based on boron chemistry,,,,,,,,,
,,GSK seeks prequalification for Cervarix™ from the World Health Organization after obtaining marketing approval in Europe,,,,,,,,,
,,GSK applies for licence to market OTC weight loss product In Europe,,,,,,,,,
,,GSK submits Cervarix licence application to Japan's health authorities,,,,,,,,,
,,GlaxoSmithKline plc announces change to the Board of Directors,,,,,,,,,
,,GlaxoSmithKline helps form the Serious Adverse Events Consortium,,,,,,,,,
,,"Cervarix, GSK's cervical cancer vaccine, approved In Europe",,,,,,,,,
,,GSK receives decision from FDA on Lamictal®XR™ Extended-Release Tablets,,,,,,,,,
,,GlaxoSmithKline and Sepracor Inc. announce international alliance for commercialisation of Lunivia,,,,,,,,,
,,GlaxoSmithKline responds to JAMA articles,,,,,,,,,
,,Study shows combination therapy incorporating Avodart® and tamsulosin provides continuous symptom improvement over two years,,,,,,,,,
,,GlaxoSmithKline's Arixtra® receives European authorisation for the treatment of acute coronary syndromes,,,,,,,,,
,,FDA accepts for review complete response to approvable letter for Entereg® (alvimopan) for POI,,,,,,,,,
,,GlaxoSmithKline receives approval for Atriance® (nelarabine) in Europe for the treatment of difficult-to-treat leukaemias and lymphomas,,,,,,,,,
,,GlaxoSmithKline signs contract for its pandemic flu vaccine with UK Government,,,,,,,,,
,,GlaxoSmithKline's application for Rotarix® is accepted for review by the FDA,,,,,,,,,
,,GlaxoSmithKline updates prescribing information for Avandia in the US,,,,,,,,,
,,GSK gives consent under Canada's Access to Medicines Regime for generic version of HIV/AIDS medicine for use in Rwanda,,,,,,,,,
,,GSK receives decision from FDA on Advair 500/50 for COPD,,,,,,,,,
,,GlaxoSmithKline receives new HHS order for H5N1 bulk antigen,,,,,,,,,
,,FDA issues second approvable letter for Trexima™,,,,,,,,,
,,GSK comments on UK Government announcement to renegotiate current Pharmaceutical Pricing and Regulation Scheme agreement,,,,,,,,,
,,GlaxoSmithKline presents Avandia data to FDA,,,,,,,,,
,,Pharmetrics epidemiology study,,,,,,,,,
,,FDA Advisory Panel votes 22 to 1 for Avandia® to remain available to patients in the US,,,,,,,,,
,,GlaxoSmithKline statement in diabetes care study thiazolidinediones and heart failure: a teleo-analysis [1],,,,,,,,,
,,GlaxoSmithKline and Targacept form alliance in therapeutics for CNS-related disorders,,,,,,,,,
,,New head-to-head study comparing Lexiva® and atazanavir show similar efficacy and lipid changes,,,,,,,,,
,,Results announcement for the second quarter 2007,,,,,,,,,
,,GSK's cervical cancer candidate vaccine Cervarix™ receives positive opinion in Europe for prevention of cervical cancer,,,,,,,,,
,,GSK responds to online review of rosiglitazone by The Cochrane Collaboration,,,,,,,,,
,,GSK receives extended licence indication for Seretide in Europe following submission of TORCH data for COPD,,,,,,,,,
,,Largest cervical cancer vaccine efficacy trial shows Cervarix™ provides excellent protection against lesions caused by most common cancer-causing virus types,,,,,,,,,
,,GlaxoSmithKline's Arixtra® (fondaparinux sodium) receives positive opinion in Europe for the treatment of acute coronary syndromes,,,,,,,,,
,,New data show patients treated with Avandia® (rosiglitazone maleate) incurred lower medical costs and used fewer healthcare resources when compared to patients treated with sulphonylureas,,,,,,,,,
,,"GlaxoSmithKline's Atriance (nelarabine) receives positive opinion in Europe for the treatment of rare, difficult to treat leukaemias and lymphomas",,,,,,,,,
,,GlaxoSmithKline expects to launch up to five major new medicines for oncology in next three years,,,,,,,,,
,,GlaxoSmithKlline and Genmab present positive Phase II results with ofatumumab in patients with rheumatoid arthritis (RA),,,,,,,,,
,,"GlaxoSmithKline, Imperial College London, and The Medical Research Council officially open the UK's world-leading Clinical Imaging Centre",,,,,,,,,
,,GlaxoSmithKline to make unprecedented vaccine donation to WHO pandemic flu stockpile,,,,,,,,,
,,GlaxoSmithKline's application for DTaP-IPV vaccine is accepted for review by the FDA,,,,,,,,,
,,alli™ - the OTC weight loss product - on shelves nationwide in the US later this week,,,,,,,,,
,,FDA grants priority review for oral formulation of HYCAMTIN (topotecan) to treat relapsed small cell lung cancer,,,,,,,,,
,,GlaxoSmithKline and Adolor update alvimopan (Entereg/Entrareg) development programme,,,,,,,,,
,,Pivotal phase III trial showed RevoladeTM (eltrombopag) raised platelet counts and reduced bleeding in patients with chronic ITP,,,,,,,,,
,,Newly published data from large study support cardiovascular safety of Avandia (rosiglitazone maleate),,,,,,,,,
,,"Statement of Moncef Slaoui, PhD, Chairman Research & Development, GlaxoSmithKline",,,,,,,,,
,,Encouraging clinical activity of GSK's novel cancer immunotherapeutic confirmed in phase II study in patients with most common form of lung cancer,,,,,,,,,
,,"Cervarix, the GSK cervical cancer candidate vaccine, provides sustained immune response in 100 per cent of women up to 55 years of age",,,,,,,,,
,,Interim data from RECORD study show no significant difference between Avandia and standard therapy in risk of cardiovascular hospitalization or death,,,,,,,,,
,,GlaxoSmithKline response to New England Journal of Medicine editorials,,,,,,,,,
,,"GSK's pazopanib shows positive results in patients with advanced renal cell carcinoma, ovarian cancer and soft tissue sarcoma",,,,,,,,,
,,Eight-year long-term data demonstrate prolonged overall survival and length of disease remission with BEXXAR,,,,,,,,,
,,GlaxoSmithKline reports positive new data on Tykerb (lapatinib) at the 2007 American Society of Clinical Oncology (ASCO) annual meeting,,,,,,,,,
,,GlaxoSmithKline announces Altargo approved in Europe for treatment of Impetigo and other skin infections,,,,,,,,,
,,GlaxoSmithKline honours cancer research pioneer Gianni Bonadonna with new ASCO award and fellowship,,,,,,,,,
,,Data affirms Avandia (rosiglitazone maleate) cardiovascular safety profile,,,,,,,,,
,,Retrospective observational study shows combination vaccines may improve vaccination coverage rates in infants,,,,,,,,,
,,GlaxoSmithKline launches Chinese R&D centre with appointment of head in Shanghai,,,,,,,,,
,,"GlaxoSmithKline announces Swiss approval of Tyverb®, a new oral treatment for advanced breast cancer",,,,,,,,,
,,GlaxoSmithKline plc - results of AGM,,,,,,,,,
,,alli™ debuts through the alli Experience,,,,,,,,,
,,Cervarix™ is approved in Australia for females 10-45 years old,,,,,,,,,
,,GlaxoSmithKline responds to NEJM article on Avandia,,,,,,,,,
,,GlaxoSmithKline strongly defends its record on Avandia,,,,,,,,,
