Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,PF-3463275,,,,,,,,,,,
,PF-2400013,,,,,,,,,,,
,CP-903397,,,,,,,,,,,
,PF-04447943,,,,,,,,,,,
,PF-592379,,,,,,,,,,,
,PF-04191834,,,,,,,,,,,
,PF-4136309,,,,,,,,,,,
,PF-4480682,,,,,,,,,,,
,PF-4523655,,,,,,,,,,,
,AG-13958,,,,,,,,,,,
,CP-675206,,,,,,,,,,,
,SU-14813,,,,,,,,,,,
,PF-1367338/AG-014699,,,,,,,,,,,
,PF-4494700,,,,,,,,,,,
,CP-448187 (elzasonan),,,,,,,,,,,
,"PD-200,390",,,,,,,,,,,
,"PD-299,685",,,,,,,,,,,
,PF-04360365,ponezumab,,,,,,,,,,
,PF-232798,,,,,,,,,,,
,UK-369003,,,,,,,,,,,
,PF-217830,,,,,,,,,,,
,PF-03654746,,,,,,,,,,,
,PF-3491390,,,,,,,,,,,
,UK-157147,,,,,,,,,,,
,PF-275366,,,,,,,,,,,
,PH-794428,,,,,,,,,,,
,CP-533536,,,,,,,,,,,
,PF-610355,,,,,,,,,,,
,UK-453061 (lersivirine),,,,,,,,,,,
,,,,,,,,,,,,
,Withdrawn/Failed,,,,,,,,,,,
,Figitumumab,,,,,,,,,,,
,Tanezumab,,,,,,,,,,,
,Torcetrapib,,,,,,,,,,,
,Rezulin,,,,,,,,,,,
,Trovan,,,,,,,,,,,
,Bextra - suspended in 2005. Peaked at $1.3bn.,,,,,,,,,,,
,SU-6888,,,,,,,,,,,
,cdk2/cdk4,,,,,,,,,,,
,AG-2037,,,,,,,,,,,
,"CJ-23,423",,,,,,,,,,,
,VIC-5555,,,,,,,,,,,
,Thelin,,,,,,,,,,,
,"SU-14,813",,,,,,,,,,,
,PF-00708093 oxazolidinone,,,,,,,,,,,
,"UK-464,273",,,,,,,,,,,
,canertinib/CI-1033,,,,,,,,,,,
,CI-1040 (MEK),,,,,,,,,,,
,FGF-14,,,,,,,,,,,
,CI-994 (HDAC),,,,,,,,,,,
,Pleiotropin,,,,,,,,,,,
,Gemcabene/CI-1027,,,,,,,,,,,
,"CP-122,721 (Substance P)",,,,,,,,,,,
,BAY-74-4113 (DGAT),,,,,,,,,,,
,AG-1859 (Protease Inhibitor for HIV),,,,,,,,,,,
,"CP-866,087",,,,,,,,,,,
,AMF antibody (autocrine motility factor),,,,,,,,,,,
,Alpha-5-beta integrin,,,,,,,,,,,
,"PF-190,424 (cardiology)",,,,,,,,,,,
,"PF-489,781 (HTN)",,,,,,,,,,,
,begacestat,,,,,,,,,,,
,sulopenem,,,,,,,,,,,
,"CE-224,535",,,,,,,,,,,
,bapineuzumab,,,,,,,,,,,
,Aprela (bazedoxifene+estrogen),Menopause,Estrogen,LGND,III,,,,,,,
,PF-00299804 (dacomitinib),NSCLC,Pan-HER,1,III,"Tykerb, Herceptin",,9/30/2008 advanced,,,,
,PF-03882845,Diabetic Nephropathy,Mineralocorticoid antagonist,1,I,,,,,,,
,PF-05231023,Type 2 Diabetes,Undisclosed,1,I,,,,,,,
,PF-05190457,Type 2 Diabetes,Ghrelin,1,I,,,,,,,
,CVX-096 (PF-04856883),Type 2 Diabetes,GLP1,1,I,,,,,,,
,OAP-189 (PF-05212389),Type 2 Diabetes,Oxyntomodulin,1,I,Biologic. Previously listed as GLP1?,,,,,,
,PF-04991532,Type 2 Diabetes,Unknown,1,II,,,,,,,
,PF-868554 (filibuvir),Hepatitis C,Polymerase,1,II,Roche,Oral,Disclosed 7/31/2007,,,,
,IMA-638 (anrukinzumab),Ulcerative Colitis,IL-13 Antibody,1,II,,,Discontinued 11/8/13,,,,
,PF-03049423,Stroke Recovery,PDE5,1,II,,,Discontinued 11/8/13,,,,
,PF-04691502,Cancer,mTOR/PI3K,1,II,"NVGN, ARIA, NVS",,,,,,
,PF-04856884/CVX-060,Cancer,Ang2,1,II,,,,,,,Failures
,PF-05236806/ACC-001,Alzheimer's,A-Beta Vaccine,1,II,,,,,,,
,PF-04382923,AMD,Undisclosed,1,I,,,,,,,
,PF-04605412,Cancer,Integrin,1,I,,,,,,,
,PF-04531083,Pain,Undisclosed,1,I,,,,,,,
,PF-04427429,Migraine,CGRP Antibody,1,I,,,,,,,
,PF-05180999,Schizophrenia,,1,I,,,,,,,
,RN317/PF-05335810,Dyslipidemia,,,,,,,,,,
,PF-06305591,Pain,I,,,,,,,,,
,Remoxy,Pain,Opioid,PTIE,Filed,Purdue?,,,,,,
,tanezumab,Pain,NGF Antibody,1,III,,,2/28/14 Updated,,,,
,PH-797804,COPD,p38,1,II,,Oral,2/28/14 Updated,,,,
,bococizumab RN316 (PF-04950615),Hypercholesterolemia,PCSK9,1,III,,SQ,2/28/14 Updated,,,,
,PD-0360324,"Sarcoidosis, Lupus",MCSF Mab,1,II,,,2/28/14 Updated,,,,
,PF-00547659 (ontamalimab),"Crohn's, Ulcerative Colitis",MadCAM Antibody,1,II,,,2/28/14 Updated,Divested to Takeda,,,
,PF-06290510,Staph Aureus,Vaccine,1,II,,,2/28/14 Updated,,,,
,PF-02545920,Schizophrenia,PDE10A,1,II,,,2/28/14 Updated,,,,
,PF-04236921,"Crohn's, Lupus",IL-6 Antibody,1,II,,,2/28/14 Updated,,,,
,PF-05285401,Ulcerative Colitis,Multistem,ATHX,II,,,2/28/14 Updated,,,,
,PF-06473871 (EXC-001),Dermal Scarring,CTGF,1,II,Acquired from Excalliard. Phase II reported?,,2/28/14 Updated,,,,
,PF-04171327,RA,GR agonist,1,II,,,2/28/14 Updated,,,,
,PF-04937319,Type 2 Diabetes,Glucokinase,1,II,,,2/28/14 Updated,,,,
,PF-05175157,Type 2 Diabetes,Acetyl-CoA carboxylase,1,II,,,2/28/14 Updated,,,,
,PF-04634817,Diabetic Nephropathy,CCR2/5,1,II,,,2/28/14 Updated,,,,
,PF-00489791,Diabetic Nephropathy,PDE5,1,II,"Positive POC, was HTN/PAH.",,2/28/14 Updated,,,,
,PF-04360365 (ponezumab),Cerebral Amyloid Angiopathy,Beta Amyloid,1,II,,,2/28/14 Updated,,,,
,PF-05212384,Cancer,mTOR/PI3K,1,II,,,2/28/14 Updated,,,,
,PF-03446962,Cancer,ALK1 mab,1,II,,,2/28/14 Updated,,,,
,PF-05089771,Pain,Nav1.7,1,I,,,2/28/14 Updated,,,,
,PD-0325901,Cancer,MEK,1,I,,,2/28/14 Updated,,,,
,Dekavil,RA,,Philogen,I,,,2/28/14 Updated,,,,
,PF-05230907,Intracerebral Hemorrhage,Biologic,1,I,,,2/28/14 Updated,,,,
,PF-05082566,Cancer,4-1BB,1,I,,,2/28/14 Updated,,,,
,PF-06687859,SMA,Decapping Enzyme,Repligen,I,,,2/28/14 Updated,,,,
,PF-06252616,Muscular Dystrophy,Myostatin,1,I,,,2/28/14 Updated,,,,
,PF-05280602,Hemophilia,Biologic,1,I,,,2/28/14 Updated,,,,
,PF-03715455,COPD,Undisclosed,1,I,,,2/28/14 Updated,,,,
,PF-05402536,Smoking Cessation,,1,I,,,2/28/14 Updated,,,,
,PF-06425090,C. Difficile,,1,I,,,2/28/14 Updated,,,,
,PF-06263276,Psoriasis,,1,I,,,2/28/14 Updated,,,,
,PF-06263507,Cancer,,1,I,,,2/28/14 Updated,,,,
,PF-06444752,Asthma,IGGE Vaccine,1,I,,,2/28/14 Updated,,,,
,PF-06480605,Crohn's,,1,I,,,2/28/14 Updated,,,,
,PF-06342674,Type 1 Diabetes,,1,I,,,2/28/14 Updated,,,,
,PF-04958242,Schizophrenia,AMPA,1,I,,,2/28/14 Updated,,,,
,PF-05212377 (SAM-760),Alzheimer's,5HT6,1,I,,,2/28/14 Updated,,,,
,PF-06649751,Parkinson,,1,I,,,2/28/14 Updated,,,,
,PF-06372865,Pain,,1,I,,,2/28/14 Updated,,,,
,PF-06273340,Pain,,1,I,,,2/28/14 Updated,,,,
,PF-05236812 (AAB-003),Alzheimer's,Abeta Vaccine,1,I,,,2/28/14 Updated,,,,
,PF-06291874,Type 2 Diabetes,,1,I,,,2/28/14 Updated,,,,
,PF-06282999,ACS,,1,I,,,2/28/14 Updated,,,,
,PF-06678552,Hypercholesterolemia,,1,I,,,2/28/14 Updated,,,,
,PF-06438179,Rheumatoid Arthritis,Biosimilar Remicade,1,I,,,2/28/14 Updated,,,,
,PF-03084014,Cancer,Gamma Secretase,1,I,,,2/28/14 Updated,,,,
,danuglipron (PF-06882961),Type 2 Diabetes,GLP-1,1,,Oral,,,,,,
,lotiglipron,Type 2 Diabetes,GLP-1,1,,Oral,,,,,,
,PF-06954522,Type 2 Diabetes,GLP-1,Sosei,,Oral,,,,,,
