Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,lattice reduction,,,,,,,,,,
,Legendre symbol,,,,,,,,,,
,LLL,Lenstra-Lenstra-Lovasz,,,,,,,,,
,Mazur's Theorem,"Over Q, Mazur classified all possible torsion subgroups. The only possible torsion subgroups of elliptic curves over Q are cyclic groups or product groups.",,,,,,,,,
,modular arithmetic,not distributive ?,,,,,,,,,
,modular form,,,,,,,,,,
,modulo,,,,,,,,,,
,Montgomery ladder,,,,,,,,"Multithreads, Python",,
,Mordwell-Weil Theorem,"The group of rational points E(Q) on an elliptic curve is finitely generated. E(Q) ~= Z^r (+) T. r is the rank of the curve (number of independent infinite-order points). T is the torsion subgroup (finite part: all points that eventually loop back to the identity). All rational solutions to the elliptic curve can be built from a finite set of generators: some have infinite order, some have finite order.",,,,,,,,,
,MOV attack,,,,,,,,,,
,National Security Agency,,,,,,,,,,
,NIST,"National Institute of Standards and Technology, fka NBS.",,,,,,,,,
,nonce,"used in the calculation: r = k * g; where k is the nonce, G is the generator point, and r is now the x-coordinate of k * G. k can never be revealed. distinguish from the mining nonce, which is completely different.",,,,,,,,,
,nonce reuse attack,,,,,,,,,,
,number field sieve,,,,,,,,,,
,order,Order of a point. Points of a finite order make up the torsion subgroup.,,,,,,,,,
,P+-1,,,,,,,,,,
,point at infinity,identity element in abelian group,,,,,,,,,
,point order,"Each point has a finite order n, the smallest n such that nP = point at infinity",,,,,,,,,
,Pollard's rho,,,,,,,,,,
,prime field,,,,,,,,1000000,2.9111,343512.7614990897
,projective curve,a curve defined in projective space. The projective elliptic curve y^2 = x^3 + ax + b is Y^2Z = X^3 + aXZ^2 + bZ^3,,,,,,,,,
,projective space,"Instead of working in A^2 (regular 2D space with x, y coordinates), P^2, projective 2-space has coordinates [X : Y : Z], up to scaling. [ lambdaX : lambdaY : lambdaZ ]",,,,,,,,,
,quadratic sieve,,,,,,,,,,
,r,nonce * G,,,,,,,,,
,rainbow table,Philippe Oechslin 2003 application of a Hellman algorithm,,,,,,,1000,0.01116,89605.73476702509
,rank,"The rank of an elliptic curve is hard to compute. It corresponds to the number of independent points of infinite order. R=0 means all rational points are torsion (finite group). R=1 means there's one direction of infinite rational solutions. R>1 means the curve has more complicated arithmetic. Think of Z^r as a lattice in r-dimensional space. The higher the rank, the more ""spread out"" the rational solutions are. Rank is not defined over a finite field.",,,,,,,,,
,revealed nonce attack,exposure of a single nonce,,,,,,,,,
,RFC 6979,creates deterministic nonces as hashes of d and z,,,,,,,,,
,Riemann-Roch theory,,,,,,,,,,
,RSA Security,,,,,,,,10000,0.038555,259369.73155232784
,s,"often used as ""signature"", or, s = k^-1(SHA-256(M) + r * priv)",,,,,,,,,
,Selmer group,Provides upper bound on rank,,,,,,,,,
,Shafarevich-Tate group,"measures the failure of the local-global principle, relates to BSD.",,,,,,,,,
,singular,The discriminant exclusion ensures non-singular curves.,,,,,,,,,
,smoothness,,,,,,,,,,
,subset sum problem,,,,,,,,,,
,Suite B,,,,,,,,100000,0.2213,451875.28242205153
,Taniyama-Shimura-Weil Theorem,Every elliptic curve over Q is modular?,,,,,,,,,
,Tate module,,,,,,,,,,
,Tonelli-Shanks,,,,,,,,,,
,torsion subgroup,"T C E(Q) is the torsion subgroup, a set of rational points with finite order. A point P is torsion if nP = the identity for some N > 0. These points form a finite abelian group. Every point is a torsion in finite fields.",,,,,,,,,
,trace of Frobenius,,,,,,,,,,
,trial division,,,,,,,,343512.7614990897,hashes/second,
,weak nonce attack,LLL method can simplify the computation,,,,,,,20610765.68994538,hashes/minute,
,Weierstrass equation,"Short form: y^2 = x^3 +ax + b, used when characteristic is not 2 or 3. This curve must be nonsingular, which ensures smoothness (no cusps or self-intersections). Long form: y^2 + a_1xy + a_3y = x^3 + a_2x^2 + a_4x + a_6",,,,,,,,,
,Weil Paring,,,,,,,,,,
,z,"32-byte sighash, present in P2PKH inputs with r, s. recomputable from spending transaction.",,,,,,,1236645941.3967228,hashes/hour,
,,,,,,,,,29679502593.521347,hashes/day,
,,,,,,,,,10833018446635.291,hashes/year,
