Main,Unnamed: 1,Unnamed: 2,Unnamed: 3
,,Arm A: Doxorubicin+cyclophosphamide+placebo (4 cycles) followed by paclitaxel+placebo (4 cycles).,
,,"Arm B: Replace placebos with Avastin, Arm C: ArmB+ Avastin maintenance monotherapy for 10 cycles.",
,,,
,,"Phase II ""BEAM"" in stage IV metastatic melanoma n=214",
,,Carbo+Tax+-Avastin. 5.6m PFS vs 4.2 for control. 12.3m OS vs 8.6m for control.,
,,,
,,"Phase II ""BOXER"" neoadjuvant mCRC",
,,Avastin+Capecitabine+Oxaliplatin in mCRC confined to liver. ORR 80%.,
,,,
,,"Phase II ""BRAIN""",
,,"Phase III ""BEATRICE"" triple-negative mBC",
,,,
,,"Phase III ""RIBBON-1"" mBC",
,,HR=1.032 p=0.89 for OS,
,,,
,,"Phase III ""AVOREN"" n=649 mRCC Escudier et al. Lancet 2007",
,,IFN+-Avastin mPFS 10.2m vs 5.4m for monotherapy. C25,
,,,
,,"Phase III ""AVAPERL1"" ",
,,,
,,"Phase III ""CAIRO3""",
,,,
,,"Phase III ""ECOG 5202""",
,,,
,,Phase III QUASAR2,
,,,
,,"Phase III ""ECOG NSABP-ECOG E5204""",
,,,
,,Phase III 1L mCRC n=813 Hurwitz et al NEJM 2004,
,,20.3m mOS versus 15.6m for placebo.,
,,,
,,"Phase III adjuvant BC ""B-46"" n=3900 initiated May 2009, January 2022",
,,,
,,,
,,,
,IMS,,
,,2007-11-01 00:00:00,194.0
,,2007-10-01 00:00:00,196.0
