Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
,F-15,,,,14.0,14.0,12.0,15.0,16.0,10.0,11.0,4.0,16.0,12.0,9.0,,,,,
,T-7A Red Hawk,,,,,,,,,,,,,,3.0,,,,,
,CH-47 Chinook,,,,58.0,54.0,57.0,50.0,44.0,30.0,35.0,30.0,20.0,28.0,20.0,,,,,
,AH-64 Apache,,,,82.0,82.0,61.0,65.0,68.0,23.0,111.0,71.0,83.0,75.0,77.0,,,,,
,MH-139 Grey Wolf,,,,,,,,,,,,,4.0,2.0,,,,,
,KC-46,,,,,,,,,,28.0,14.0,13.0,15.0,13.0,,,,,
,P-8,,,,11.0,11.0,14.0,18.0,19.0,16.0,18.0,15.0,16.0,12.0,11.0,,,,,
,Commercial Satellites,,,,,,,,,,,,0.0,4.0,5.0,,,,,
,Military Satellites,,,,,,,,,,,,0.0,1.0,0.0,,,,,
,Airplanes,,36171.0,49127.0,52981.0,59990.0,66048.0,59378.0,58014.0,60715.0,32255.0,16162.0,19714.0,26026.0,33901.0,,,,,
,Defense,,23064.0,23284.0,23787.0,21503.0,21233.0,20180.0,20561.0,23195.0,26095.0,26257.0,26540.0,23162.0,24933.0,,,,,
,Services,,8912.0,9323.0,9410.0,9378.0,9155.0,13819.0,14581.0,17018.0,18468.0,15543.0,16328.0,17611.0,19127.0,,,,,
,Revenue,,68735.0,81698.0,86623.0,90762.0,96114.0,93377.0,93156.0,100928.0,76818.0,57962.0,62286.0,66608.0,77794.0,66517.0,77794.0,85573.40000000001,94130.74000000002,103543.81400000003
,COGS,,,,73268.0,76752.0,82088.0,79026.0,76612.0,81490.0,62877.0,54568.0,59237.0,63078.0,70070.0,68508.0,70070.0,75304.592,80011.12900000002,82835.05120000003
,Gross Profit,,,,13355.0,14010.0,14026.0,14351.0,16544.0,19438.0,13941.0,3394.0,3049.0,3530.0,7724.0,-1991.0,7724.0,10268.808000000005,14119.611000000004,20708.762799999997
,G&A,,,,3956.0,3767.0,3525.0,3613.0,4095.0,4567.0,3909.0,4817.0,4157.0,4187.0,5168.0,5021.0,4518.900000000001,4067.0100000000007,3660.3090000000007,3294.2781000000004
,R&D,,,,3071.0,3047.0,3331.0,4626.0,3179.0,3269.0,3219.0,2476.0,2249.0,2852.0,3377.0,3812.0,3430.8,3087.7200000000003,2778.9480000000003,2501.0532000000003
,Operating Expenses,,0.0,0.0,7027.0,6814.0,6856.0,8239.0,7274.0,7836.0,7128.0,7293.0,6406.0,7039.0,8545.0,8833.0,7949.700000000001,7154.730000000001,6439.257000000001,5795.331300000001
,Operating Income,,0.0,0.0,6328.0,7196.0,7170.0,6112.0,9270.0,11602.0,6813.0,-3899.0,-3357.0,-3509.0,-821.0,-10824.0,-225.70000000000073,3114.078000000003,7680.354000000003,14913.431499999995
,Other Income,,,,-330.0,-336.0,-288.0,-744.0,-237.0,-383.0,-284.0,-1709.0,-2163.0,-1503.0,-1232.0,-1503.0,-1232.0,-1232.0,-1232.0,-1232.0
,Pretax Income,,0.0,0.0,5998.0,6860.0,6882.0,5368.0,9033.0,11219.0,6529.0,-5608.0,-5520.0,-5012.0,-2053.0,-12327.0,-1457.7000000000007,1882.0780000000032,6448.354000000003,13681.431499999995
,Taxes,,,,1646.0,1691.0,1979.0,749.0,1649.0,1144.0,1623.0,2535.0,743.0,-31.0,-237.0,381.0,-237.0,-237.0,-237.0,-237.0
,Net Income,,0.0,0.0,4352.0,5169.0,4903.0,4619.0,7384.0,10075.0,4906.0,-8143.0,-6263.0,-4981.0,-1816.0,-12708.0,-1220.7000000000007,2119.078000000003,6685.354000000003,13918.431499999995
,,,,,,,,,,,,,,,,,,,,
,Revenue,,,0.18859387502727865,0.06028299346373234,0.04778176696720271,0.05896740926819599,-0.028476600703331467,-0.0023667498420382183,0.08342994546781735,-0.23888316423589095,-0.2454633028717228,0.07460060039336125,0.0693895899560093,0.16793778525102088,-0.1449597655346171,0.16953560743869978,0.10000000000000009,0.10000000000000009,0.10000000000000009
,Gross Margin,,0.0,0.0,0.15417383373930713,0.15435975408210484,0.1459308737540837,0.15368880987823555,0.17759457254497832,0.1925927393785669,0.18148090291337968,0.058555605396639177,0.04895161031371416,0.05299663704059573,0.09928786281718384,-0.029932197784025137,0.09928786281718384,0.12000000000000004,0.15000000000000002,0.19999999999999993
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Cash,,,,,,,,,,,,,,17000.0,,,,,
,AR,,,,,,,,,,,,,,11925.0,,,,,
,Inventories,,,,,,,,,,,,,,79741.0,,,,,
,OCA,,,,,,,,,,,,,,2504.0,,,,,
,PP&E,,,,,,,,,,,,,,10661.0,,,,,
,Goodwill,,,,,,,,,,,,,,10187.0,,,,,
,Other,,,,,,,,,,,,,,4994.0,,,,,
,Assets,,,,,,,,,,,,,,137012.0,,,,,
,,,,,,,,,,,,,,,,,,,,
,AP,,,,,,,,,,,,,,11964.0,,,,,
,AL,,,,,,,,,,,,,,22331.0,,,,,
,Advances,,,,,,,,,,,,,,56328.0,,,,,
,Debt,,,,,,,,,,,,,,52307.0,,,,,
,Pension,,,,,,,,,,,,,,8749.0,,,,,
,OLTL,,,,,,,,,,,,,,2561.0,,,,,
,S/E,,,,,,,,,,,,,,-17228.0,,,,,
,L+S/E,,,,,,,,,,,,,,137012.0,,,,,
,,,,,,,,,,,,,,,,,,,,
,CFFO,,,,8179.0,8858.0,9363.0,10496.0,13346.0,15322.0,-2446.0,-18410.0,-3416.0,3512.0,5960.0,,,,,
,CapEx,,,,-2098.0,-2236.0,-2450.0,-2613.0,-1739.0,-1722.0,-1834.0,-1303.0,-980.0,-1222.0,-1527.0,,,,,
,FCF,,,,6081.0,6622.0,6913.0,7883.0,11607.0,13600.0,-4280.0,-19713.0,-4396.0,2290.0,4433.0,,,,,
,,,,,,,,,,,,,,,,,,,,
,Headcount,,,,,,161400.0,150500.0,140800.0,153000.0,161000.0,,156000.0,156000.0,171000.0,,,,,
