Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,BMS-790052,daclatasvir,Ongoing,Hepatitis C,,III,Forthcoming,n=725,2012-2014,,
,BMS-650032,asunaprevir,Ongoing,Hepatitis C,,III,Forthcoming,n=725,2012-2014,,
,MDX-060,,Completed,Hodgkin's Disease,Anti-CD30 Antibody,II,Unclear,n=74,2005-2009,,Seattle Genetics???
,BMS-690514,,Completed,Cancers,EGF/VEGF Kinase (Oral),I,Unclear,n=89,2006-2009,,
,dapagliflozin,Type 2 Diabetes,AZN,Oral,"CRL, EU Positive in Q112",SGLT2 inhibitor,canagliflozin,NCE,,,
,asunaprevir (BMS-650032),HCV,1,Oral,II,NS3 Protease Inhibitor,,,,,
,peg-interferon lambda 1A,HCV,1,SQ,II,Interferon,,,,,
,BMS-824393,Hepatitis C,1,,I,NS5A inhibitor,,,,,
,BMS-488043,HIV,1,Oral,I,Attachment Inhibitor,bevirimat (PANC),,,,
,daclatasvir,HCV,1,Oral,III,NS5A inhibitor,NCE,,,,
,tanespimycin,Cancer,1,,II,,Protein,,,,
,BMS-587101,,,,,LFA-1 antagonist,NCE,,,,
,necitumumab,Cancer,LLY,IV,II,EGFr antibody,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,n=1-40 processed,,,,,,,,,,
,,,,,,,,,,,
,Discontinuations,,,,,,,,,,
,,,,,,,,,,,
,1989: B-M merges with Squibb.,,,,,,,,,,
,"Captopril (ACE inhibitor) - Capoten, Capozide",,,,,,,,,,
,pravastatin (Statin) - Pravachol,,,,,,,,,,
,"nalodol (beta blocker) - Corgard, Corzide",,,,,,,,,,
,cholestyramine (anti-cholesterol) - Questran,,,,,,,,,,
,sotalol (beta blocker) - Sotacor,,,,,,,,,,
,"fosinopril (ACE inhibitor) - Monopril, K-Lyte",,,,,,,,,,
,cefadroxil (cephalosporin) - Duricef,,,,,,,,,,
,amikacin (aminoglycoside) - Cefzil,,,,,,,,,,
,didanosine (ARV) - Videx,,,,,,,,,,
,"penicillin - Polycillin, Polymox",,,,,,,,,,
,"cefatrizine (cephalosporin) - Cefaperos, Zanitrin",,,,,,,,,,
,etoposide (cancer) - Vepesid,,,,,,,,,,
,carboplatin (cancer) - Paraplatin,,,,,,,,,,
,"paclitaxel (cancer) - Taxol, Platinol",,,,,,,,,,
,Buspar - anti-anixety,,,,,,,,,,
,Desyrel - anti-depression,,,,,,,,,,
,Stadol - pain,,,,,,,,,,
,Isovue - cardiology imaging,,,,,,,,,,
,Prohance - MRI imaging,,,,,,,,,,
,Lac-Hydrin - dry skin,,,,,,,,,,
,Dovonex - vitamin D for psoriasis,,,,,,,,,,
,Ovcon - oral contraceptive,,,,,,,,,,
,Estrace - estrogen,,,,,,,,,,
,Orthopedics - Zimmer,,,,,,,,,,
,"Enfamil, Prosobee, Gerber , Nutramigen, Lactofree - Baby Formulas",,,,,,,,,,
,Excedrin,,,,,,,,,,
,Megace,,,,,,,,,,
