Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28
,golimumab,TNF,,YES,NO,,YES,,NO,YES,,,,,,,YES,,NO,NO,,NO,,,,,,
,infliximab,TNF,,YES,NO,,YES,,NO,YES,,,,,,,YES,,NO,NO,,NO,,,,,,
,certolizumab ,TNF,,YES,NO,,YES,,NO,YES,,,,,,,YES,,NO,NO,,NO,,,,,,
,lenercept,TNF,,YES,NO,,YES,,NO,YES,,INCREASED EXACERBATIONS!!! 10449104,,,,,YES,,NO,NO,,NO,,,,,,
,ustekinumab,p40 (IL-12/IL-23),,,,NO,YES,,,,NO CHANGE,NO CHANGE,,,YES,YES,,,,,,,,,,,,
,briakinunmab,p40 (IL-12/IL-23),,,,,,,,,,,,,,,,,,,,,,,,,,
,risankizumab,p19 (IL-23),,,,,,,,,,,,,,,,,,,,,,,,,,
,guselkumab,p19 (IL-23),,,,,,,,,,,,,,,,,,,,,,,,,,
,tildrakizumab,p19 (IL-23),,,,,,,,,,,,,,,,,,,,,,,,,,
,secukinumab,IL-17A,,"YES, same efficacy as adalimumab 38556921",,,,,,,,,,,,,,,,,,,,,,,,
,belimumab,BAFF,,,,,,,,,YES,,,,,,,,,,,,,,,,,
,rilonacept,IL-1,,,,,,,,,,,,,,,,,,,,,,,,,,
,canakinumab,IL-1,,,,,,,,,,,,,,,,,,,,,,,,,,
,anakinra,IL-1,,,,,,,,,,,,,,,,,,,,,,,,,,
,teriflunomide,DHODH,,,,,,,,,,,,,,,,,,,,,,,,,,
,leflunomide,DHODH,,,,,,,,,,,,,,,,,,,,,,,,,,
,efalizumab,LFA,,,,,,,,,,,,,,,,,,,,,,,,,,
,omalizumab,IgE,,,,,,,,,,,,,,,,,,,,,,,,,,
,natalizumab,VLA4,,,,,,,,,,YES,,,,,,,,,,,,,,,,
,vedolizumab,VLA4,,,,,,,,,,,,,,,,,,,,,,,,,,
,tocilizumab,IL-6,,,,,,,,,,,,,,,YES,,,,,,,,,,,
,abatacept,CTLA4,,,,,,,,,,,,,,,,,,,,,,,,,,
,alefacept,,,,,,,,,,,,,,,,,,,,,,,,,,,
,methotrexate,,,,,,,,,,,,,,,,,,,,,,,,,,,
,sulfasalazine,,,,,,,,,,,,,,,,,,,,,,,,,,,
,apremilast,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Taltz,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Copaxone,,,,,,,,,,,,,,,,,,,,,,,,,,,
,interferon-beta,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ATG,,,,,,,,,,,,,,,,,,,,,,,,,,,
,eculizumab,C5,,,,,,,,,,,,,,,,,,,,,,,,,,
,baminercept,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deucravacitinib,,,,,,,,,,,,,,,,,,,,,,,,,,,
,azathioprine,,,,,,,,,,,,,,,,,,,,,,,,,,,
,upadacitinib,JAK,,,,,,,,,,,,,,,,,,,,,,,,,,
,abrocitinib,JAK,,,,,,,,,,,,,,,,,,,,,,,,,,
,bimekizumab,,,,,,,,,,,,,,,,,,,,,,,,,,,
,vyvgart,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IVIG,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AL002,TREM2 agonist,,,,,,,,,,,,,,,,,,,,,,,,,,
