Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
,,,,,,,,,,,,,,,,,,,,,
,,,,,Inhibitory,,,,,,,,,,,,,,,,
,,Selectivity of ST-336,,,Concentration (EC),,Value (μM),,,,,,,,,,,,,,
,,HSV-1 (CPE),,,EC50,,>20,,,,,,,,,,,,,,
,,CMV (Elisa),,,EC50,,>20,,,,,,,,,,,,,,
,,Vaccinia (CPE),,,EC50,,>20,,,,,,,,,,,,,,
,,RSV-A (CPE),,,EC50,,>20,,,,,,,,,,,,,,
,,Rotavirus (CPE),,,EC50,,>20,,,,,,,,,,,,,,
,,SARS (CPE),,,EC50,,>20,,,,,,,,,,,,,,
,,Ebola (CPE),,,EC50,,>20,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,"ST-336 exerted its inhibitory effect only at the very early stage in the virus life cycle - addition of ST-336 at any time post-infection had no effect on virus yield, suggesting its an early stage inhibitor of virus replication",,,,,,,,,,,,,,,,,,,
,,Data suggested that ST-336 binds intact virions with a very slow dissociation constant,,,,,,,,,,,,,,,,,,,
,,"Growth of ST-336 isolates was unaffected by the presence of ST-336 at concentrations that completely inhibited wild type Tacaribe virus replication, strongly suggesting that ST-336 acts as a direct antiviral inhibitor",,,,,,,,,,,,,,,,,,,
,,"Data suggest that amino acid changes in arenavirus GP2 at either position 416, 418, 433 or 436 are sufficient to confer reduced susceptibility to ST-336",,,,,,,,,,,,,,,,,,,
,,"ST-336 had poor pharmacokinetic (PK) properties in rodents, and the optimization program to improve the PK properties resulted in ST-294 - similar activity against Tacaribe, Machupo, Guanarito, and Junin viruses",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Specificity of ST-294,,,Inhibitory,,,,,,,,,,,,,,,,
,,for Tacaribe,,,Concentration (EC),,Value (μM),,,,,,,,,,,,,,
,,(CPE) ,,,EC50,,0.12,,,,,,,,,,,,,,
,,(Plaque reduction),,,EC90,,0.1,,,,,,,,,,,,,,
,,Machupo (Plaque reduction),,,EC90,,0.3,,,,,,,,,,,,,,
,,Guanarito (Plaque reduction),,,EC99,,1,,,,,,,,,,,,,,
,,Junin (Plaque reduction) ,,,EC50,,0.3,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Properties,,,,,,,,,,,,,,,,,,,
,,"Solubility (0%, 2%, 10% FBS)",,,,,"  18, 21 and 23 µM ",,,,,,,,,,,,,,
,,"Solubility (pIon, pH 7.4)",,,,,480 µM,,,,,,,,,,,,,,
,,Stability (S9) rat/mouse/human/g.p,,,,,26/74/100/23 min,,,,,,,,,,,,,,
,,Genotoxicity (Ames test),,,,,negative,,,,,,,,,,,,,,
,,1/2 Life (PK rat/oral),,,,,2 hours ,,,,,,,,,,,,,,
,,Bioavailability (PK rat/oral),,,,,0.682,,,,,,,,,,,,,,
,,1/2 Life (PK newborn mouse),,,,,3 hours,,,,,,,,,,,,,,
,,Cmax (PK newborn mouse),,,,,2910 ng/ml,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,"To test tolerability, newborn mice were given IP dosages ranging from 0-100 mg/kg/day of ST-294 for 5 days",,,,,,,,,,,,,,,,,,,
,,"Dosages of 100 mg/kg/day for 5 days were well tolerated - no clinical signs of toxicity, mice gained weight",,,,,,,,,,,,,,,,,,,
,,"The drug levels and half-life shown in the PK study was not equivalent to that seen in the rats, but serum levels sufficient to perform proof-of-concept animal study",,,,,,,,,,,,,,,,,,,
,,"Four day old mice were challenged with 30×LD50 of Tacaribe virus and treated with placebo, ribavirin as a control or ST-294",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,"ST-294 showed efficacy, with both survival and a delay in death similar to the drug control (ribavirin)",,,,,,,,,,,,,,,,,,,
,,Promising results to advance into definitive animal studies - guinea pigs and primates,,,,,,,,,,,,,,,,,,,
,,In mouse model the mice appear to die of a neurological disease (indicated by hindquarter paralysis) and it is not known whether ST-294 can cross the blood brain barrier,,,,,,,,,,,,,,,,,,,
,,Drug levels and half-life of this drug candidate given IP in newborn mice is not as good as oral dosing in rats ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,8658697,"sulfonyl semicarbazides, carbonyl semicarbazides, and ureas for treatment of Arenaviruses",,,,,,,,,,,,,,,,,,,
,ST-336,"2A: Vero cells were infected with Tacaribe virus at a MOI=0.01, ST-336 was added prior to or during Tacaribe infection (−1, 3, 6, 9, 12, 15, 18 or 21 hours post-infection). At 24 hours post-infection, virus yields were determined by plaque assay",,,,,,,,,,,,,,,,,,,
,ST-294,"2B: Vero cells were infected with 400 pfu Tacaribe virus, ST-336 was added for 1 hour before the infection",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,3A: Virus dilution scheme prior to plating is provided - the virus mixed with ST-336 and diluted (left side) or virus diluted and ST-336 added after dilution (right side),,,,,,,,,,,,,,,,,,,
,,3B: Pictures of the plaques that resulted after plating each dilution - shows that ST-336 binds with slow Koff to intact Tacaribe virion in the absence of cells,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,"4A: Linear map of the glycoprotein precursor showing the location of the signal peptide, transmembrane domain, the cleavage site between GP1 and GP2 (K261-A262), the location of the four ST-336 resistant mutants (“DR #1-4”), and the amino acid change for each",,,,,,,,,,,,,,,,,,,
,,"4B:  Amino acid sequence alignment (SEQ ID NOS 3-16, respectively, in order of appearance) of GP2 from wild type NWA and ST 336 DRVs is shown",,,,,,,,,,,,,,,,,,,
,,"Shown is the amino acid sequence of the C-terminal portion of GP2 (amino acids 397 to 457) containing the transmembrane domain (marked by vertical lines), the location of the mutations for DR#1-4 (underlined), and the amino acid difference in Amapari (in bold).",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,"The ST-336 class of compounds targets the GP2 envelope protein, with mutations eliciting reduced susceptibility to the drug arising in or around the transmembrane region ",,,,,,,,,,,,,,,,,,,
,,Drugs that target the interactions between the virus envelope and the cellular receptor represent a new class of antiviral drugs - entry inhibitors have raised interest because of their activity against multi-drug resistant viruses,,,,,,,,,,,,,,,,,,,
,,ST-294 also has the potential for prophylactic use since this drug appears to bind to the virus and would prevent infection - other virus entry inhibitors have demonstrated protection when given prophylactically,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,8629170,benzimidazole derivatives and analogs for treatment of Arenaviruses,,,,,,,,,,,,,,,,,,,
,ST-600037,"Lassa, Guanarito, Tacaribe viruses",,,,,,,,,,,,,,,,,,,
,ST-600193,Compound ST-600037 was identified as one of the most potent and selective compounds from within the pool of 25 quality hits,,,,,,,,,,,,,,,,,,,
,,ST-600193 displayed enhanced potency and selectivity relative to ST-600037,,,,,,,,,,,,,,,,,,,
,,ST-600193 is also a potent inhibitor of pseudotyped viral infection mediated by the envelopes of the New World arenaviruses Guanarito (EC50<1 nM) and Tacaribe (EC50=4 nM) - could be used for other viruses besides Lassa fever,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,Activity against Lassa,,,,,,,CC50/EC50,,,,,,,,,,,
,,,GP-pseudotyped-virus,,,Activity vs. LFV,,,,(Therapeutic,,,,,,,,,,,
,,No.,EC50 (µM),,,Specificity,,EC50 (µM),,Index),formula ,,,structure/name,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,600037,0.016,,,900,,<0.1,,>400,C22H21N3O2,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,600193,0.0011,,,13000,,<0.1,,>400,C24H25N3O,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,8623347,"2,2′-bibenzimidazole, 2,2′-bibenzoxazole and 2,2′-bibenzothiazole derivatives and analogs for treatment of Arenaviruses",,,,,,,,,,,,,,,,,,,
,,lymphocytic choriomeningitis virus (LCMV),,,,,,,,,,,,,,,,,,,
,,"In LCMV-infected cells in the presence of 10 μM compound, synthesis of viral S RNA and NP mRNA were dramatically suppressed relative to untreated controls for a period of at least 48 h post infection",,,,,,,,,,,,,,,,,,,
,,"No CAT activity was observed in infected cells treated with 20 µM of Compound 1 - suggests that Compound 1 inhibits the activity of either viral NP or L protein, preventing efficient transcription and translation of viral RNA",,,,,,,,,,,,,,,,,,,
,,"Compounds 6 and 7 displayed enhanced potency (EC50=6 nM and 63 nM, respectively) and selectivity relative to Compound 1",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,Analytical,,,,,,,,,,,,,,,,,,
,,No.,Data,,,,Activity,,chemical name,,,formula ,,structure/name,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,6,"1H NMR in DMSO-d6: d 14.04 (br s, 2H), ",,,,EC50 < 1 uM,,"4,4'-Difluoro-1H,1'H- [2,2']",,,C14 H8 F2 N4,,,,,,,,,
,,,"12.02 (br s, 1H), 7.26-7.45 (m, 4H), ",,,,,,bibenzoimidazolyl,,,,,,,,,,,,
,,,"7.07- 7.17 (m, 2H); Mass Spec: 269.3 (M - H)- ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,7,"1H NMR in DMSO-d6: d 7.76-7.82 (m, 1H),",,,,EC50 < 1 uM,,"5,5'-Difluoro-1H,1'H- [2,2']",,,C14 H8 F2 N4,,,,,,,,,
,,,"7.54-7.68 (m, 2H), 7.12-7.34 (m, 3H); ",,,,,,bibenzoimidazolyl,,,,,,,,,,,,
,,,Mass Spec: 269.3 (M - H)- ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,1,"1H NMR in DMSO-d6: d 13.55 (s, 2H), ",,,,EC50 < 1 uM,,"1H, 1'H- [2,2']",,,,,,,,,,,,
,,,"7.76 (d, 2H), 7.56 (d, 2H), 7.29 (td, 4H); ",,,,,,bibenzoimidazolyl,,,C14 H10 N4,,,,,,,,,
,,,"13C NMR in DMSO-d6: d 143.81, 143.49, ",,,,,,,,,,,,,,,,,,
,,,"134.83, 123.63, 122.25, 119.18, 112.06;",,,,,,,,,,,,,,,,,,
,,, HRMS: 234.08976 M+,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,8518951,4-methyl-piperazine-1-carbothioic acid amide derivatives and analogs for treatment of Arenaviruses,,,,,,,,,,,,,,,,,,,
,,"Machupo, Guanarito viruses",,,,,,,,,,,,,,,,,,,
,,No.,EC50/CC50 μM Tacaribe,,,EC50/CC50 μM Candid 1,,,EC50 μM Category A NWA,,,,,structure/name,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,313761,0.14 / 50,,,0.26 / 50,,,Machupo: 0.3; Guanarito: 0.15,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,280611, 0.06 / 25 ,,,0.05 / 25 ,,,Not tested,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,20013,>50 / >50,,,>50 / >50,,,Not tested,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,8492434,cycloalkanecarboxylic acid hydrazide derivatives and analogs for treatment of Arenaviruses,,,,,,,,,,,,,,,,,,,
,ST-408306,"Guanarito, Tacaribe viruses",,,,,,,,,,,,,,,,,,,
,ST-600161,Compound 408306 was identified as one of the most potent and selective compounds from within the pool of 25 quality hits,,,,,,,,,,,,,,,,,,,
,,ST-600161 is also a potent inhibitor of pseudotyped viral infection mediated by the envelopes of the New World arenaviruses Guanarito (EC50=0.3 µM) and Tacaribe (EC50=0.8 µM),,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,Activity against Lassa,,,,,,,CC50/EC50,,,,,,,,,,,
,,,GP-pseudotyped-virus,,,Activity vs. LFV,,,,(Therapeutic,,,,,,,,,,,
,,No.,EC50 (µM),,,Specificity,,EC50 (µM),,Index),formula ,,,structure/name,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,408306,0.02,,,>2000,,0.5,,>100,C18H19N3O,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,600161,0.0005,,,">90,000",,<0.02,,<2000,C23H21N3O3,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,8461177,benzimidazole derivatives and analogs for treatment of Arenaviruses,,,,,,,,,,,,,,,,,,,
,,arenaviruses,,,,,,,,,,,,,,,,,,,
,,Compound 1 is shown to be very potent with EC50 0.13 nM in the assay against Lassa GP-pseudotyped-virus in 293T cells ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,Analytical,,,,,,,,,,,,,,,,,,
,,No.,Data,,,,chemical name,,,formula ,,structure/name,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,1,"1H NMR in CDCl3: d 8.11 (s, 1H), 7.97 ",,,,[3-(4-Ethoxy-phenyl)- ,,,C23 H24 N4 O,,,,,,,,,,,
,,,"(d, 1H), 7.59 (t, 1H), 7.56 (t, 1H), 7.34 ",,,,"3H-imidazo[4,5- b]pyridin-6-yl]-",,,,,,,,,,,,,,
,,,"(s, 1H), 7.32 (d, 2H), 7.19 (d, 2H), 7.06 ",,,,(4-ethyl- benzyl)-amine ,,,,,,,,,,,,,,
,,,"(t, 1H), 7.03 (t, 1H), 4.36 (s, 2H), 4.12 ",,,,,,,,,,,,,,,,,,
,,,"(br, 1H), 4.09 (q, 2H), 2.64 (q, 2H), 1.45 ",,,,,,,,,,,,,,,,,,
,,,"(t, 3H), 1.23 (t, 3H); ",,,,,,,,,,,,,,,,,,
,,,Mass Spec: 373.2 (M +H)+ ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,Activity (EC50s in µM vs. pseudotyped virus),,,,,,,,,,,,,,,,
,,Compound,,,Lassa,,Machupo,,Guanarito,,Junin,,Sabia,,VSVg,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,1,,,EC50 < 0.05 uM,,EC50 < 0.05 uM,,EC50 < 0.05 uM,,EC50 < 0.05 uM,,EC50 < 0.05 uM,,1 < EC50 < 50 uM,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,8410149,"sulfonyl semicarbazides, semicarbazides and ureas derivatives and analogs for treatment of Arenaviruses",,,,,,,,,,,,,,,,,,,
,ST-294,arenaviruses,,,,,,,,,,,,,,,,,,,
,ST-193,7: Shows chemical structures of fusion inhibitors,,,,,,,,,,,,,,,,,,,
,ST-761,"ST-294 and ST-193 - genetic studies of GPC from the Junin virus (JUNV) suggest that these small-molecule inhibitors bind to and stabilize the prefusion GPC complex, thereby preventing pH-induced activation of membrane fusion and virus entry",,,,,,,,,,,,,,,,,,,
,ST-161,ST-294 and ST-761 are specific to the NW arenaviruses ,,,,,,,,,,,,,,,,,,,
,TSRI 17C8,ST-193 and TSRI 17C8 inhibit both NW and OW viruses,,,,,,,,,,,,,,,,,,,
,TSRI 8C1,ST-161 and TSRI 8C1 are selective for the OW LASV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,8: Shows immunoprecipitation of insect and mammalian-cell derived cleavage-defective GPC,,,,,,,,,,,,,,,,,,,
,,"Four MAbs (BE08, AG02, BF11, and AA09) have shown to be capable of neutralizing viral infectivity and would serve as sensitive probes for the native GPC conformation",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
