Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237
,Tecentriq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775,824,878,838,825,933,934,1025,920,933,938,975,865,933,905,937,870,960.99,932.15,965.11,,,,,,,,,,,,,,,,,,,,,487.0,772.0,1875.0,2738.0,3315.0,3717.0,3766.0,3640.0,3728.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vabysmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,309,432,525,656,744,847,947,1022,1048,1018,1041.7,1124.2,1152.8000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,591.0,2357.0,3864.0,4336.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RoActemra,,,,,,,,,,,,,,,,,155,242,277,341,,,,,568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,89,107,135,129,148,156,185,184,201,216,241,238,258,267,274,273,295,,,,,,,,,,,,,,,,,,,,,,,,,,,779,863,1048,872,792,663,584,662,676,620,647,687,618,658,672,697,619,664.58,678.72,703.97,,,,,,,,,,,,,,397.0,618.0,842.0,1037.0,1224.0,1432.0,1697.0,1926.0,2160.0,2311.0,2858.0,3562.0,2701.0,2630.0,2645.0,2666.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Xolair,,,,,,,181,227,257,280,284,283,259,301,313,307,324,317,300,303,,,,,437,,,,,,,,,,,,,,,,,,,,,,,38,55,68,73,81,100,104,123,124,133,135,145,136,148,145,138,125,134,145,156,152,161,157,150,148,176,167,150,149,151,146,157,164,181,185,175,185,201,204,200,205,232,,,,,,,,,,,,,,,,,,,,,,,,,,,409,478,529,526,456,569,600,583,479,552,570,575,496,614,627,733,645,675.4000000000001,689.7,806.3000000000001,,,,,0.0,0.0,33.0,234.0,408.0,537.0,567.0,560.0,620.0,641.0,603.0,705.0,790.0,975.0,1277.0,1498.0,1742.0,1912.0,1969.0,1904.0,1942.0,2208.0,2176.0,2470.0,2816.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kadcyla,,,,,,,,,,,,,,,,,,,,,,,,,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,73,78,102,125,,,,,,,,,,,,,,,,,,,,,,,,,,,478,481,501,522,511,563,516,490,509,492,485,480,483,516,495,504,506,531.48,509.85,519.12,,,,,,,,,,,,,,,,,234.0,536.0,769.0,831.0,914.0,979.0,1393.0,1745.0,1982.0,2080.0,1966.0,1998.0,2066.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Phesgo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,67,117,127,146,179,201,214,241,276,300,303,388,411,445,496,593,493.2,534,595.1999999999999,,,,,,,,,,,,,,,,,,,,,,,,23.0,340.0,740.0,1120.0,1740.0,2215.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Herceptin,,,,,,,851,1295,1813,2114,2382,2470,2474,2618,2645,2621,2806,2623,2716,2537,2824.64,2638.48,,,3082,,,,,,,,,,,,,,,,,,,,,,,328,356,373,377.70765962469017,391,460,591,704,861,952,1009,1105,1168,1214,1209,1261,1225,1249,1295,1323,1307,1338,1327,1294,1417,1389,1357,1266,1386,1330,1189,1348,1428,1523,1481,1457,1572,1510,1512,1485,1526,1556,,,,,,,,,,,,,,,,,,,,,,,,,,,755,641,665,633,607,572,493,470,477,401,383,365,364,376,323,318,292,258.40000000000003,254.4,233.60000000000002,,,,,806.0,1007.0,1177.0,1434.7076596246902,2146.0,3927.0,4852.0,5092.0,5266.0,5429.0,5253.0,5889.0,6079.0,6275.0,6538.0,6782.0,7014.0,6982.0,6039.0,3732.0,2694.0,2142.0,1626.0,1381.0,1038.4,830.7200000000001,664.5760000000001,531.6608000000001,425.3286400000001,340.26291200000014,272.21032960000014,217.76826368000013,174.21461094400013,139.3716887552001,111.49735100416008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Evrysdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,163,153,206,226,274,293,326,363,342,360,354,356,482,408,385,420,482,408,385,,,,,,,,,,,,,,,,,,,,,,,,55.0,602.0,1119.0,1419.0,1631.0,1695.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mabthera/Rituxan,,,,,,,1944,2210,2348,2491,2704,2812,2867,3056,3098,2989,3301,3055,3056,2949,3178.2400000000002,3066.96,,,3360,,,,,,,,,,,,,,,,,,,,,,,782,842,880,874,929,1015,1057,1153,1146,1202,1177,1314,1309,1395,1380,1432,1407,1460,1472,1584,1481,1617,1508,1481,1606,1695,1520,1535,1556,1500,1361,1588,1605,1710,1683,1709,1696,1705,1805,1745,1667,1693,,,,,,,,,,,,,,,,,,,,,,,,,,,705,674,589,597,564,553,479,479,459,423,378,370,351,355,317,356,298,319.5,285.3,320.40000000000003,,,,,1721.0,2402.0,2775.0,3378.0,4154.0,4839.0,5516.0,5923.0,6087.0,6356.0,6005.0,6707.0,6951.0,6900.0,7045.0,7300.0,7388.0,6752.0,6477.0,4223.0,2565.0,2075.0,1630.0,1379.0,1223.2,978.5600000000001,782.8480000000001,626.2784000000001,501.02272000000016,400.81817600000016,320.6545408000002,256.52363264000013,205.21890611200013,164.1751248896001,131.34009991168008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alecensa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,333,357,368,361,384,382,386,372,386,368,376,355,411,385,397,397,411,385,397,,,,,,,,,,,,,,,,,,,,,362.0,637.0,876.0,1160.0,1356.0,1513.0,1502.0,1548.0,1590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Avastin,,,,,,,607,1058,1389,1573,1909,2197,2351,2856,3090,3132,3393,3068,2726,2566,2726,2694.3,,,3097,,,,,,,,,,,,,,,,,,,,,,,48,169,235,238,260,347,486,572,676,713,741,832,923,986,1062,1135,1131,1220,1351,1505,1485,1605,1594,1538,1666,1727,1608,1460,1417,1309,1216,1350,1385,1420,1504,1455,1527,1566,1617,1544,1565,1532,,,,,,,,,,,,,,,,,,,,,,,,,,,863,782,745,666,581,561,510,470,416,421,373,363,324,330,289,290,274,297,260.1,261,,,,,0.0,0.0,0.0,690.0,1665.0,2962.0,4106.0,5207.0,6222.0,6461.0,5292.0,5764.0,6254.0,6417.0,6684.0,6783.0,6688.0,6849.0,7073.0,4992.0,3056.0,2122.0,1573.0,1233.0,1092.1,873.68,698.944,559.1552,447.32416000000006,357.85932800000006,286.28746240000004,229.02996992000004,183.22397593600004,146.57918074880004,117.26334459904004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ronapreve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,429,489,546,587,22,22,1048,567,-17,-18,-7,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1630.0,1679.0,525.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lucentis,,,,,,,,,13,465,524,467,440,520,573,625,697,761,769,754,,,,,828,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,13,192,273,263,261,239,228,215,225,246,274,279,294,296,329,327,370,384,377,392,377,359,395,385,360,368,368,393,427,431,438,407,421,,,,,,,,,,,,,,,,,,,,,,,,,,,337,328,352,336,256,316,228,212,167,132,97,64,,,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,478.0,991.0,960.0,1198.0,1458.0,1523.0,1481.0,1689.0,1701.0,1520.0,1406.0,1414.0,1659.0,1826.0,1444.0,1353.0,1012.0,460.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Activase/TNKase,,,,,,,,310,178,184,202,180,164,178,226,229,227,233,231,222,,,,,359,,,,,,,,,,,,,,,,,,,,,,,63,72,76,67,67,72,84,87,88,90,89,95,96,106,92,88,83,81,81,97,126,100,107,122,110,117,119,114,122,109,100,122,140,145,152,147,190,151,173,169,181,178,,,,,,,,,,,,,,,,,,,,,,,,,,,304,294,323,391,247,312,322,296,302,319,282,270,296,297,302,307,297,297,302,307,,,,,371.0,322.0,278.0,278.0,310.0,362.0,382.0,342.0,455.0,460.0,453.0,584.0,683.0,747.0,935.0,1108.0,1219.0,1284.0,1332.0,1321.0,1312.0,1177.0,1173.0,1202.0,1203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
