Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,31811830,"R5, a neutralizing antibody to Robo1, suppresses breast cancer growth and metastasis by inhibiting angiogenesis via down-regulating filamin A","Li Q, Cao J, He Y, Liu X, Mao G, Wei B, Liao S, Zhang Q, Li J, Zheng L, Wang L, Qi C.",Exp Cell Res. 2020 Feb 1;387(1):111756. doi: 10.1016/j.yexcr.2019.111756. Epub 2019 Dec 4.,Li Q,Exp Cell Res,2020,2019-12-08 00:00:00,,,10.1016/j.yexcr.2019.111756
,31759091,"Identification of actin network proteins, talin-1 and filamin-A, in circulating extracellular vesicles as blood biomarkers for human myalgic encephalomyelitis/chronic fatigue syndrome","Eguchi A, Fukuda S, Kuratsune H, Nojima J, Nakatomi Y, Watanabe Y, Feldstein AE.",Brain Behav Immun. 2020 Feb;84:106-114. doi: 10.1016/j.bbi.2019.11.015. Epub 2019 Nov 20.,Eguchi A,Brain Behav Immun,2020,2019-11-24 00:00:00,PMC7010541,NIHMS1544728,10.1016/j.bbi.2019.11.015
,31495936,Fucoidan affects oral squamous cell carcinoma cell functions in vitro by regulating FLNA-derived circular RNA,"Zhang N, Gao L, Ren W, Li S, Zhang D, Song X, Zhao C, Zhi K.",Ann N Y Acad Sci. 2020 Feb;1462(1):65-78. doi: 10.1111/nyas.14190. Epub 2019 Sep 8.,Zhang N,Ann N Y Acad Sci,2020,2019-09-10 00:00:00,,,10.1111/nyas.14190
,31996260,Characteristic electron-microscopic features of cryofibrinogen-associated glomerulonephritis: a case report,"Ibuki E, Shiraishi A, Sofue T, Kushida Y, Kadota K, Honda K, Kang D, Joh K, Minamino T, Haba R.",BMC Nephrol. 2020 Jan 29;21(1):27. doi: 10.1186/s12882-020-1696-0.,Ibuki E,BMC Nephrol,2020,2020-01-31 00:00:00,PMC6988214,,10.1186/s12882-020-1696-0
,31740529,The Host GTPase Arf1 and Its Effectors AP1 and PICK1 Stimulate Actin Polymerization and Exocytosis To Promote Entry of Listeria monocytogenes,"Saila S, Gyanwali GC, Hussain M, Gianfelice A, Ireton K.",Infect Immun. 2020 Jan 22;88(2):e00578-19. doi: 10.1128/IAI.00578-19. Print 2020 Jan 22.,Saila S,Infect Immun,2020,2019-11-20 00:00:00,PMC6977119,,10.1128/IAI.00578-19
,33176330,Alveolar Airspace Size in Healthy and Diseased Infant Lungs Measured via Hyperpolarized 3He Gas Diffusion Magnetic Resonance Imaging,"Higano NS, Thomen RP, Quirk JD, Huyck HL, Hahn AD, Fain SB, Pryhuber GS, Woods JC.",Neonatology. 2020;117(6):704-712. doi: 10.1159/000511084. Epub 2020 Nov 11.,Higano NS,Neonatology,2020,2020-11-11 00:00:00,PMC7878286,NIHMS1633331,10.1159/000511084
,32920628,PTI-125 Reduces Biomarkers of Alzheimer's Disease in Patients,"Wang HY, Pei Z, Lee KC, Lopez-Brignoni E, Nikolov B, Crowley CA, Marsman MR, Barbier R, Friedmann N, Burns LH.",J Prev Alzheimers Dis. 2020;7(4):256-264. doi: 10.14283/jpad.2020.6.,Wang HY,J Prev Alzheimers Dis,2020,2020-09-13 00:00:00,,,10.14283/jpad.2020.6
,32232196,"Examination of the expression levels of MACC1, Filamin A and FBXW7 genes in colorectal cancer patients","Yesilkaya F, Tastekin D, Saadoni HA, Ergen A, Pence S.",North Clin Istanb. 2019 Nov 21;7(1):1-5. doi: 10.14744/nci.2019.26780. eCollection 2020.,Yesilkaya F,North Clin Istanb,2019,2020-04-02 00:00:00,PMC7103745,,10.14744/nci.2019.26780
,31574507,Cytoskeleton Protein Filamin A Is Required for Efficient Somatostatin Receptor Type 2 Internalization and Recycling through Rab5 and Rab4 Sorting Endosomes in Tumor Somatotroph Cells,"Treppiedi D, Mangili F, Giardino E, Catalano R, Locatelli M, Lania AG, Spada A, Arosio M, Calebiro D, Mantovani G, Peverelli E.",Neuroendocrinology. 2020;110(7-8):642-652. doi: 10.1159/000503791. Epub 2019 Oct 1.,Treppiedi D,Neuroendocrinology,2020,2019-10-02 00:00:00,,,10.1159/000503791
,31468740,Allogeneic mesenchymal stromal cells: Novel therapeutic option for mutated FLNA-associated respiratory failure in the pediatric setting,"Pelizzo G, Avanzini MA, Lenta E, Mantelli M, Croce S, Catenacci L, Acquafredda G, Ferraro AL, Giambanco C, D'Amelio L, Giordano S, Re G, Zennaro F, Calcaterra V.",Pediatr Pulmonol. 2020 Jan;55(1):190-197. doi: 10.1002/ppul.24497. Epub 2019 Aug 29.,Pelizzo G,Pediatr Pulmonol,2020,2019-08-31 00:00:00,,,10.1002/ppul.24497
,31942422,Otopalatodigital Syndrome Type I: Novel Characteristics and Prenatal Manifestations in two Siblings,"Joksic I, Cuturilo G, Jurisic A, Djuricic S, Peterlin B, Mijovic M, Karadzov ON, Egic A, Milovanovic Z.",Balkan J Med Genet. 2019 Dec 21;22(2):83-88. doi: 10.2478/bjmg-2019-0024. eCollection 2019 Dec.,Joksic I,Balkan J Med Genet,2019,2020-01-17 00:00:00,PMC6956634,,10.2478/bjmg-2019-0024
,31639388,Sam68 impedes the recovery of arterial injury by augmenting inflammatory response,"Han S, Xu S, Zhou J, Qiao A, Boriboun C, Ma W, Li H, Biyashev D, Yang L, Zhang E, Liu Q, Jiang S, Zhao TC, Krishnamurthy P, Zhang C, Richard S, Qiu H, Zhang J, Qin G.",J Mol Cell Cardiol. 2019 Dec;137:82-92. doi: 10.1016/j.yjmcc.2019.10.003. Epub 2019 Oct 19.,Han S,J Mol Cell Cardiol,2019,2019-10-23 00:00:00,PMC6889069,NIHMS1542326,10.1016/j.yjmcc.2019.10.003
,31765260,"Response by Akyürek et al to Letter Regarding Article, ""Targeting Filamin A Reduces Macrophage Activity and Atherosclerosis""","Akyürek LM, Bergo MO, Bandaru S.",Circulation. 2019 Nov 26;140(22):e814-e815. doi: 10.1161/CIRCULATIONAHA.119.043865. Epub 2019 Nov 25.,Akyürek LM,Circulation,2019,2019-11-26 00:00:00,,,10.1161/CIRCULATIONAHA.119.043865
,31765256,"Letter by Wang et al Regarding Article, ""Targeting Filamin A Reduces Macrophage Activity and Atherosclerosis""","Wang D, Yang X, Chen T.",Circulation. 2019 Nov 26;140(22):e812-e813. doi: 10.1161/CIRCULATIONAHA.119.043075. Epub 2019 Nov 25.,Wang D,Circulation,2019,2019-11-26 00:00:00,,,10.1161/CIRCULATIONAHA.119.043075
,30990690,Identification of Filamin A Mechanobinding Partner I: Smoothelin Specifically Interacts with the Filamin A Mechanosensitive Domain 21,"Wang L, Nakamura F.",Biochemistry. 2019 Nov 26;58(47):4726-4736. doi: 10.1021/acs.biochem.9b00100. Epub 2019 Apr 24.,Wang L,Biochemistry,2019,2019-04-17 00:00:00,,,10.1021/acs.biochem.9b00100
,30990684,Identification of Filamin A Mechanobinding Partner II: Fimbacin Is a Novel Actin Cross-Linking and Filamin A Binding Protein,"Wang J, Nakamura F.",Biochemistry. 2019 Nov 26;58(47):4737-4743. doi: 10.1021/acs.biochem.9b00101. Epub 2019 Apr 24.,Wang J,Biochemistry,2019,2019-04-17 00:00:00,,,10.1021/acs.biochem.9b00101
,31747409,Inducible microRNA-200c decreases motility of breast cancer cells and reduces filamin A,"Ljepoja B, Schreiber C, Gegenfurtner FA, García-Roman J, Köhler B, Zahler S, Rädler JO, Wagner E, Roidl A.",PLoS One. 2019 Nov 20;14(11):e0224314. doi: 10.1371/journal.pone.0224314. eCollection 2019.,Ljepoja B,PLoS One,2019,2019-11-21 00:00:00,PMC6867627,,10.1371/journal.pone.0224314
,31681605,Asparagine Synthetase and Filamin A Have Different Roles in Ovarian Cancer,"Zeng L, Wang Q, Gu C, Yuan L, Xie X, He L, Chen K, Tan P, Xue L, Huang S, Shi K.",Front Oncol. 2019 Oct 18;9:1072. doi: 10.3389/fonc.2019.01072. eCollection 2019.,Zeng L,Front Oncol,2019,2019-11-05 00:00:00,PMC6813569,,10.3389/fonc.2019.01072
,31471375,Filamin A: key actor in platelet biology,"Rosa JP, Raslova H, Bryckaert M.",Blood. 2019 Oct 17;134(16):1279-1288. doi: 10.1182/blood.2019000014.,Rosa JP,Blood,2019,2019-09-01 00:00:00,,,10.1182/blood.2019000014
,31542223,Critical Structural Defects Explain Filamin A Mutations Causing Mitral Valve Dysplasia,"Haataja TJK, Capoulade R, Lecointe S, Hellman M, Merot J, Permi P, Pentikäinen U.",Biophys J. 2019 Oct 15;117(8):1467-1475. doi: 10.1016/j.bpj.2019.08.032. Epub 2019 Aug 31.,Haataja TJK,Biophys J,2019,2019-09-23 00:00:00,PMC6817519,,10.1016/j.bpj.2019.08.032
,20301567,X-Linked Otopalatodigital Spectrum Disorders,Robertson S.,"2005 Nov 30 [updated 2019 Oct 3]. In: Adam MP, Feldman J, Mirzaa GM, Pagon RA, Wallace SE, Amemiya A, editors. GeneReviews(®) [Internet]. Seattle (WA): University of Washington, Seattle; 1993–2024.",Robertson S,GeneReviews(®),1993,2019-10-03 00:00:00,,,
,31489630,A somatic mutation in MEN1 gene detected in periventricular nodular heterotopia tissue obtained from depth electrodes,"Montier L, Haneef Z, Gavvala J, Yoshor D, North R, Verla T, Van Ness PC, Drabek J, Goldman AM.",Epilepsia. 2019 Oct;60(10):e104-e109. doi: 10.1111/epi.16328. Epub 2019 Sep 6.,Montier L,Epilepsia,2019,2019-09-07 00:00:00,PMC6852559,,10.1111/epi.16328
,31485594,Filamin A regulates EGFR/ERK/Akt signaling and affects colorectal cancer cell growth and migration,"Wang K, Zhu TN, Zhao RJ.",Mol Med Rep. 2019 Oct;20(4):3671-3678. doi: 10.3892/mmr.2019.10622. Epub 2019 Aug 27.,Wang K,Mol Med Rep,2019,2019-09-06 00:00:00,PMC6755168,,10.3892/mmr.2019.10622
,31358530,Targeting Mechanoresponsive Proteins in Pancreatic Cancer: 4-Hydroxyacetophenone Blocks Dissemination and Invasion by Activating MYH14,"Surcel A, Schiffhauer ES, Thomas DG, Zhu Q, DiNapoli KT, Herbig M, Otto O, West-Foyle H, Jacobi A, Kräter M, Plak K, Guck J, Jaffee EM, Iglesias PA, Anders RA, Robinson DN.",Cancer Res. 2019 Sep 15;79(18):4665-4678. doi: 10.1158/0008-5472.CAN-18-3131. Epub 2019 Jul 29.,Surcel A,Cancer Res,2019,2019-07-31 00:00:00,PMC6744980,NIHMS1535969,10.1158/0008-5472.CAN-18-3131
,31351056,Retinal proteome associated with bradykinin-induced edema,"Murugesan N, Fickweiler W, Clermont AC, Zhou Q, Feener EP.",Exp Eye Res. 2019 Sep;186:107744. doi: 10.1016/j.exer.2019.107744. Epub 2019 Jul 24.,Murugesan N,Exp Eye Res,2019,2019-07-28 00:00:00,,,10.1016/j.exer.2019.107744
,31302158,Proteomics reveals a set of highly enriched proteins in epiretinal membrane compared with inner limiting membrane,"Christakopoulos C, Cehofski LJ, Christensen SR, Vorum H, Honoré B.",Exp Eye Res. 2019 Sep;186:107722. doi: 10.1016/j.exer.2019.107722. Epub 2019 Jul 11.,Christakopoulos C,Exp Eye Res,2019,2019-07-15 00:00:00,,,10.1016/j.exer.2019.107722
,31268639,Biological roles of filamin a in prostate cancer cells,"Li XC, Huang CX, Wu SK, Yu L, Zhou GJ, Chen LJ.",Int Braz J Urol. 2019 Sep-Oct;45(5):916-924. doi: 10.1590/S1677-5538.IBJU.2018.0535.,Li XC,Int Braz J Urol,2019,2019-07-04 00:00:00,PMC6844337,,10.1590/S1677-5538.IBJU.2018.0535
,31632499,Zinc-α2-glycoprotein 1 promotes EMT in colorectal cancer by filamin A mediated focal adhesion pathway,"Ji M, Li W, He G, Zhu D, Lv S, Tang W, Jian M, Zheng P, Yang L, Qi Z, Mao Y, Ren L, Zhong Y, Tu Y, Wei Y, Xu J.",J Cancer. 2019 Aug 29;10(22):5557-5566. doi: 10.7150/jca.35380. eCollection 2019.,Ji M,J Cancer,2019,2019-10-22 00:00:00,PMC6775688,,10.7150/jca.35380
,31315944,Filamin A mediates isotropic distribution of applied force across the actin network,"Kumar A, Shutova MS, Tanaka K, Iwamoto DV, Calderwood DA, Svitkina TM, Schwartz MA.",J Cell Biol. 2019 Aug 5;218(8):2481-2491. doi: 10.1083/jcb.201901086. Epub 2019 Jul 17.,Kumar A,J Cell Biol,2019,2019-07-19 00:00:00,PMC6683746,,10.1083/jcb.201901086
,30361615,Deletion of TMEM268 inhibits growth of gastric cancer cells by downregulating the ITGB4 signaling pathway,"Hong D, Zhang X, Li R, Yu J, Lou Y, He Q, Li X, Xu D, Lv P, Lin J, Chen Y.",Cell Death Differ. 2019 Aug;26(8):1453-1466. doi: 10.1038/s41418-018-0223-3. Epub 2018 Oct 25.,Hong D,Cell Death Differ,2019,2018-10-27 00:00:00,PMC6748091,,10.1038/s41418-018-0223-3
,31384171,Upregulation of circFLNA contributes to laryngeal squamous cell carcinoma migration by circFLNA-miR-486-3p-FLNA axis,"Wang JX, Liu Y, Jia XJ, Liu SX, Dong JH, Ren XM, Xu O, Zhang HZ, Duan HJ, Shan CG.",Cancer Cell Int. 2019 Jul 29;19:196. doi: 10.1186/s12935-019-0924-9. eCollection 2019.,Wang JX,Cancer Cell Int,2019,2019-08-07 00:00:00,PMC6664525,,10.1186/s12935-019-0924-9
,31014088,Targeting Filamin A Reduces Macrophage Activity and Atherosclerosis,"Bandaru S, Ala C, Salimi R, Akula MK, Ekstrand M, Devarakonda S, Karlsson J, Van den Eynden J, Bergström G, Larsson E, Levin M, Borén J, Bergo MO, Akyürek LM.",Circulation. 2019 Jul 2;140(1):67-79. doi: 10.1161/CIRCULATIONAHA.119.039697. Epub 2019 Apr 24.,Bandaru S,Circulation,2019,2019-04-25 00:00:00,,,10.1161/CIRCULATIONAHA.119.039697
,31081149,Comparative proteomics analysis of microvesicles in human serum for the evaluation of osteoporosis,"Huo C, Li Y, Qiao Z, Shang Z, Cao C, Hong Y, Xiao H.",Electrophoresis. 2019 Jul;40(14):1839-1847. doi: 10.1002/elps.201900130. Epub 2019 May 21.,Huo C,Electrophoresis,2019,2019-05-14 00:00:00,,,10.1002/elps.201900130
,30987847,Microdeletion in Xq28 with a polymorphic inversion in a patient with FLNA-associated progressive lung disease,"Yoshii K, Matsumoto H, Hirasawa K, Sakauchi M, Hara H, Ito S, Osawa M, Fukami M, Horikawa R, Nagata S.",Respir Investig. 2019 Jul;57(4):395-398. doi: 10.1016/j.resinv.2019.02.008. Epub 2019 Apr 12.,Yoshii K,Respir Investig,2019,2019-04-17 00:00:00,,,10.1016/j.resinv.2019.02.008
,30986657,HCN ion channels and accessory proteins in epilepsy: genetic analysis of a large cohort of patients and review of the literature,"DiFrancesco JC, Castellotti B, Milanesi R, Ragona F, Freri E, Canafoglia L, Franceschetti S, Ferrarese C, Magri S, Taroni F, Costa C, Labate A, Gambardella A, Solazzi R, Binda A, Rivolta I, Di Gennaro G, Casciato S, D'Incerti L, Barbuti A, DiFrancesco D, Granata T, Gellera C.",Epilepsy Res. 2019 Jul;153:49-58. doi: 10.1016/j.eplepsyres.2019.04.004. Epub 2019 Apr 8.,DiFrancesco JC,Epilepsy Res,2019,2019-04-16 00:00:00,,,10.1016/j.eplepsyres.2019.04.004
,31239323,Depolysulfidation of Drp1 induced by low-dose methylmercury exposure increases cardiac vulnerability to hemodynamic overload,"Nishimura A, Shimoda K, Tanaka T, Toyama T, Nishiyama K, Shinkai Y, Numaga-Tomita T, Yamazaki D, Kanda Y, Akaike T, Kumagai Y, Nishida M.",Sci Signal. 2019 Jun 25;12(587):eaaw1920. doi: 10.1126/scisignal.aaw1920.,Nishimura A,Sci Signal,2019,2019-06-27 00:00:00,,,10.1126/scisignal.aaw1920
,31061750,First Report of Congenital Short Bowel Syndrome in an Iranian Patient Caused by a Mutation in the CLMP Gene,"Gharesouran J, Esfahani BS, Valilou SF, Moradi M, Mousavi MH, Rezazadeh M.",J Pediatr Genet. 2019 Jun;8(2):73-80. doi: 10.1055/s-0038-1675339. Epub 2018 Oct 26.,Gharesouran J,J Pediatr Genet,2019,2019-05-08 00:00:00,PMC6499612,,10.1055/s-0038-1675339
,31002357,Overexpression of calpain‑1 predicts poor outcome in patients with colorectal cancer and promotes tumor cell progression associated with downregulation of FLNA,"Xu C, Yu X, Zhu Y, Cai Z, Yu L, Lin Y, Yu H, Xue Z, Zhou L.",Oncol Rep. 2019 Jun;41(6):3424-3434. doi: 10.3892/or.2019.7121. Epub 2019 Apr 16.,Xu C,Oncol Rep,2019,2019-04-20 00:00:00,,,10.3892/or.2019.7121
,30671632,Mechanobiology of mice cervix: expression profile of mechano-related molecules during pregnancy,"Gordon J, Mowa CN.",Cell Tissue Res. 2019 Jun;376(3):443-456. doi: 10.1007/s00441-018-02983-8. Epub 2019 Jan 22.,Gordon J,Cell Tissue Res,2019,2019-01-24 00:00:00,,,10.1007/s00441-018-02983-8
,29659741,Formin 2 Regulates Lysosomal Degradation of Wnt-Associated β-Catenin in Neural Progenitors,"Lian G, Chenn A, Ekuta V, Kanaujia S, Sheen V.",Cereb Cortex. 2019 May 1;29(5):1938-1952. doi: 10.1093/cercor/bhy073.,Lian G,Cereb Cortex,2019,2018-04-17 00:00:00,PMC6458913,,10.1093/cercor/bhy073
,30602618,Disrupted filamin A/α(IIb)β(3) interaction induces macrothrombocytopenia by increasing RhoA activity,"Donada A, Balayn N, Sliwa D, Lordier L, Ceglia V, Baschieri F, Goizet C, Favier R, Tosca L, Tachdjian G, Denis CV, Plo I, Vainchenker W, Debili N, Rosa JP, Bryckaert M, Raslova H.",Blood. 2019 Apr 18;133(16):1778-1788. doi: 10.1182/blood-2018-07-861427. Epub 2019 Jan 2.,Donada A,Blood,2019,2019-01-04 00:00:00,PMC6484462,,10.1182/blood-2018-07-861427
,30938478,Re: Bilateral periventricular nodular heterotopia detected on fetal and maternal MRI attributable to novel filamin A gene mutation,"Garel C, Jouannic JM, Blondiaux E.",Ultrasound Obstet Gynecol. 2019 Apr;53(4):555-556. doi: 10.1002/uog.20240.,Garel C,Ultrasound Obstet Gynecol,2019,2019-04-03 00:00:00,,,10.1002/uog.20240
,30799513,Filamin A and DRD2 expression in corticotrophinomas,"Sickler T, Trarbach EB, Frassetto FP, Dettoni JB, Alves VAF, Fragoso MCBV, Machado MC, Cardoso EF, Bronstein MD, Glezer A.",Pituitary. 2019 Apr;22(2):163-169. doi: 10.1007/s11102-019-00947-x.,Sickler T,Pituitary,2019,2019-02-26 00:00:00,,,10.1007/s11102-019-00947-x
,30922288,Congenital emphysematous lung disease associated with a novel Filamin A mutation. Case report and literature review,"Pelizzo G, Collura M, Puglisi A, Pappalardo MP, Agolini E, Novelli A, Piccione M, Cacace C, Bussani R, Corsello G, Calcaterra V.",BMC Pediatr. 2019 Mar 29;19(1):86. doi: 10.1186/s12887-019-1460-4.,Pelizzo G,BMC Pediatr,2019,2019-03-30 00:00:00,PMC6440113,,10.1186/s12887-019-1460-4
,30651325,MicroRNA-1224 Splicing CircularRNA-Filip1l in an Ago2-Dependent Manner Regulates Chronic Inflammatory Pain via Targeting Ubr5,"Pan Z, Li GF, Sun ML, Xie L, Liu D, Zhang Q, Yang XX, Xia S, Liu X, Zhou H, Xue ZY, Zhang M, Hao LY, Zhu LJ, Cao JL.",J Neurosci. 2019 Mar 13;39(11):2125-2143. doi: 10.1523/JNEUROSCI.1631-18.2018. Epub 2019 Jan 16.,Pan Z,J Neurosci,2019,2019-01-18 00:00:00,PMC6507086,,10.1523/JNEUROSCI.1631-18.2018
,30623593,Exosome proteomic analyses identify inflammatory phenotype and novel biomarkers in African American prostate cancer patients,"Panigrahi GK, Praharaj PP, Kittaka H, Mridha AR, Black OM, Singh R, Mercer R, van Bokhoven A, Torkko KC, Agarwal C, Agarwal R, Abd Elmageed ZY, Yadav H, Mishra SK, Deep G.",Cancer Med. 2019 Mar;8(3):1110-1123. doi: 10.1002/cam4.1885. Epub 2019 Jan 8.,Panigrahi GK,Cancer Med,2019,2019-01-10 00:00:00,PMC6434210,,10.1002/cam4.1885
,29462287,Cytoskeletal Associated Filamin A and RhoA Affect Neural Progenitor Specification During Mitosis,"Lian G, Wong T, Lu J, Hu J, Zhang J, Sheen V.",Cereb Cortex. 2019 Mar 1;29(3):1280-1290. doi: 10.1093/cercor/bhy033.,Lian G,Cereb Cortex,2019,2018-02-21 00:00:00,PMC6499011,,10.1093/cercor/bhy033
,30718563,Clinical significance of filamin A in patients with acromegaly and its association with somatostatin and dopamine receptor profiles,"Coelho MCA, Vasquez ML, Wildemberg LE, Vázquez-Borrego MC, Bitana L, Camacho AHDS, Silva D, Ogino LL, Ventura N, Sánchez-Sánchez R, Chimelli L, Kasuki L, Luque RM, Gadelha MR.",Sci Rep. 2019 Feb 4;9(1):1122. doi: 10.1038/s41598-018-37692-3.,Coelho MCA,Sci Rep,2019,2019-02-06 00:00:00,PMC6361919,,10.1038/s41598-018-37692-3
,30868486,Kartogenin and Its Application in Regenerative Medicine,"Cai JY, Zhang L, Chen J, Chen SY.",Curr Med Sci. 2019 Feb;39(1):16-20. doi: 10.1007/s11596-019-1994-6. Epub 2019 Mar 13.,Cai JY,Curr Med Sci,2019,2019-03-15 00:00:00,,,10.1007/s11596-019-1994-6
,30589642,Cytoskeleton actin-binding proteins in clinical behavior of pituitary tumors,"Mantovani G, Treppiedi D, Giardino E, Catalano R, Mangili F, Vercesi P, Arosio M, Spada A, Peverelli E.",Endocr Relat Cancer. 2019 Feb 1;26(2):R95-R108. doi: 10.1530/ERC-18-0442.,Mantovani G,Endocr Relat Cancer,2019,2018-12-28 00:00:00,,,10.1530/ERC-18-0442
,30547349,A review of filamin A mutations and associated interstitial lung disease,"Sasaki E, Byrne AT, Phelan E, Cox DW, Reardon W.",Eur J Pediatr. 2019 Feb;178(2):121-129. doi: 10.1007/s00431-018-3301-0. Epub 2018 Dec 13.,Sasaki E,Eur J Pediatr,2019,2018-12-15 00:00:00,,,10.1007/s00431-018-3301-0
,30208338,Serotonin contribution to cardiac valve degeneration: new insights for novel therapies?,"Ayme-Dietrich E, Lawson R, Da-Silva S, Mazzucotelli JP, Monassier L.",Pharmacol Res. 2019 Feb;140:33-42. doi: 10.1016/j.phrs.2018.09.009. Epub 2018 Sep 9.,Ayme-Dietrich E,Pharmacol Res,2019,2018-09-13 00:00:00,,,10.1016/j.phrs.2018.09.009
,30696811,S-nitrosylation of E3 ubiquitin-protein ligase RNF213 alters non-canonical Wnt/Ca+2 signaling in the P301S mouse model of tauopathy,"Amal H, Gong G, Gjoneska E, Lewis SM, Wishnok JS, Tsai LH, Tannenbaum SR.",Transl Psychiatry. 2019 Jan 29;9(1):44. doi: 10.1038/s41398-019-0388-7.,Amal H,Transl Psychiatry,2019,2019-01-31 00:00:00,PMC6351542,,10.1038/s41398-019-0388-7
,30344108,Non-syndromic Mitral Valve Dysplasia Mutation Changes the Force Resilience and Interaction of Human Filamin A,"Haataja TJK, Bernardi RC, Lecointe S, Capoulade R, Merot J, Pentikäinen U.",Structure. 2019 Jan 2;27(1):102-112.e4. doi: 10.1016/j.str.2018.09.007. Epub 2018 Oct 18.,Haataja TJK,Structure,2019,2018-10-23 00:00:00,PMC6984350,NIHMS1036030,10.1016/j.str.2018.09.007
,31237474,Vibrio vulnificus RtxA1 cytotoxin targets filamin A to regulate PAK1- and MAPK-dependent cytoskeleton reorganization and cell death,"Guo RH, Im YJ, Shin SI, Jeong K, Rhee JH, Kim YR.",Emerg Microbes Infect. 2019;8(1):934-945. doi: 10.1080/22221751.2019.1632153.,Guo RH,Emerg Microbes Infect,2019,2019-06-26 00:00:00,PMC6598492,,10.1080/22221751.2019.1632153
,31037635,Role of Periostin in Cardiac Valve Development,"Markwald RR, Moreno-Rodriguez RA, Ghatak S, Misra S, Norris RA, Sugi Y.",Adv Exp Med Biol. 2019;1132:177-191. doi: 10.1007/978-981-13-6657-4_17.,Markwald RR,Adv Exp Med Biol,2019,2019-05-01 00:00:00,,,10.1007/978-981-13-6657-4_17
,30561107,Terminal osseous dysplasia with pigmentary defects (TODPD) in a Turkish girl with new skin findings,"Azakli H, Akkaya AD, Aygün MS, Demirkesen C, Eraslan S, Kayserili H.",Am J Med Genet A. 2019 Jan;179(1):123-129. doi: 10.1002/ajmg.a.60686. Epub 2018 Dec 18.,Azakli H,Am J Med Genet A,2019,2018-12-19 00:00:00,,,10.1002/ajmg.a.60686
,30348826,The Host Scaffolding Protein Filamin A and the Exocyst Complex Control Exocytosis during InlB-Mediated Entry of Listeria monocytogenes,"Bhalla M, Van Ngo H, Gyanwali GC, Ireton K.",Infect Immun. 2018 Dec 19;87(1):e00689-18. doi: 10.1128/IAI.00689-18. Print 2019 Jan.,Bhalla M,Infect Immun,2018,2018-10-24 00:00:00,PMC6300635,,10.1128/IAI.00689-18
,30288957,Filamin-A as a Balance between Erk/Smad Activities During Cardiac Valve Development,"Toomer K, Sauls K, Fulmer D, Guo L, Moore K, Glover J, Stairley R, Bischoff J, Levine RA, Norris RA.",Anat Rec (Hoboken). 2019 Jan;302(1):117-124. doi: 10.1002/ar.23911. Epub 2018 Oct 5.,Toomer K,Anat Rec (Hoboken),2019,2018-10-06 00:00:00,PMC6312478,NIHMS982162,10.1002/ar.23911
,30568657,Filamin A Phosphorylation at Serine 2152 by the Serine/Threonine Kinase Ndr2 Controls TCR-Induced LFA-1 Activation in T Cells,"Waldt N, Seifert A, Demiray YE, Devroe E, Turk BE, Reichardt P, Mix C, Reinhold A, Freund C, Müller AJ, Schraven B, Stork O, Kliche S.",Front Immunol. 2018 Dec 4;9:2852. doi: 10.3389/fimmu.2018.02852. eCollection 2018.,Waldt N,Front Immunol,2018,2018-12-21 00:00:00,PMC6290345,,10.3389/fimmu.2018.02852
,30557962,A case report on filamin A gene mutation and progressive pulmonary disease in an infant: A lung tissued derived mesenchymal stem cell study,"Calcaterra V, Avanzini MA, Mantelli M, Agolini E, Croce S, De Silvestri A, Re G, Collura M, Maltese A, Novelli A, Pelizzo G.",Medicine (Baltimore). 2018 Dec;97(50):e13033. doi: 10.1097/MD.0000000000013033.,Calcaterra V,Medicine (Baltimore),2018,2018-12-19 00:00:00,PMC6319781,,10.1097/MD.0000000000013033
,30305575,The Inflammatory Transcription Factor C/EBPβ Plays a Critical Role in Cardiac Fibroblast Differentiation and a Rat Model of Cardiac Fibrosis Induced by Autoimmune Myocarditis,"Li X, Sun M, Men S, Shi Y, Ma L, An Y, Gao Y, Jin H, Liu W, Du Z.",Int Heart J. 2018 Nov 28;59(6):1389-1397. doi: 10.1536/ihj.17-446. Epub 2018 Oct 10.,Li X,Int Heart J,2018,2018-10-12 00:00:00,,,10.1536/ihj.17-446
,30425165,Hypoxia-induced interaction of filamin with Drp1 causes mitochondrial hyperfission-associated myocardial senescence,"Nishimura A, Shimauchi T, Tanaka T, Shimoda K, Toyama T, Kitajima N, Ishikawa T, Shindo N, Numaga-Tomita T, Yasuda S, Sato Y, Kuwahara K, Kumagai Y, Akaike T, Ide T, Ojida A, Mori Y, Nishida M.",Sci Signal. 2018 Nov 13;11(556):eaat5185. doi: 10.1126/scisignal.aat5185.,Nishimura A,Sci Signal,2018,2018-11-15 00:00:00,,,10.1126/scisignal.aat5185
,30425163,A cytoskeletal anchor connects ischemic mitochondrial fission to myocardial senescence,"Boyer MJ, Eguchi S.",Sci Signal. 2018 Nov 13;11(556):eaav3267. doi: 10.1126/scisignal.aav3267.,Boyer MJ,Sci Signal,2018,2018-11-15 00:00:00,,,10.1126/scisignal.aav3267
