Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,,"1L mBC HER2+ Taxol+-Tykerb, n=460, 1/06 start, results 2008 - EGF104535",,,,,,,,,
,,,,,,,,,,,
,,,A randomized study of lapatinib alone or in combination with trastuzumab in heavily pretreated HER2+ metastatic breast cancer progressing on trastuzumab therapy.,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,Sub-category:,Metastatic Breast Cancer,,,,,,,
,,,,,,,,,,,
,,,Category:,Breast Cancer--Metastatic Breast Cancer,,,,,,,
,,,,,,,,,,,
,,,Meeting:,2008 ASCO Annual Meeting,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,Abstract No:,,1015,,,,,,
,,,,,,,,,,,
,,,Citation:,,J Clin Oncol 26: 2008 (May 20 suppl; abstr 1015),,,,,,
,,,,,,,,,,,
,,,Author(s):,,"J. O'Shaughnessy, K. L. Blackwell, H. Burstein, A. M. Storniolo, G. Sledge, J. Baselga, M. Koehler, S. Laabs, A. Florance, D. Roychowdhury",,,,,,
,,,,,,,,,,,
,,,Abstract:,,"Background: Lapatinib (L) is an oral, small-molecule inhibitor of EGFR and HER2 with a mechanism of action distinct from that of trastuzumab (T). Preclinical data suggest synergy between L and T. We studied L alone and in combination with T in pts with HER2+ MBC who progressed on T. Methods: Eligible women had received prior anthracycline and taxane therapy, had MBC with measurable lesions or bone-only disease, and had progressed on prior T-containing therapy. Pts were stratified by hormone receptor status and visceral/nonvisceral disease, then randomized to receive either L (1,500 mg QD) or L (1,000 mg QD) plus T (2 mg/kg weekly after 4 mg/kg loading dose). If pts progressed on the L arm, they could cross over to the L+T arm. The primary endpoint was PFS (investigator assessment), and secondary endpoints were clinical benefit rate (CBR) at 24 wks, RR, and OS. Results: 296 pts were randomized. All pts had received prior T; the median number of prior chemotherapy regimens was 6. Combination therapy significantly improved PFS and CBR; RR and OS were similar in both arms (Table). Both treatment regimens were generally well tolerated. Grade 1/2 diarrhea was higher in the L+T arm (53% vs 41%); acneiform rash was more common in the L-alone arm, likely due to higher L dose. Asymptomatic decline in LVEF (> 20% and below LLN) occurred in 5% of pts in L+T arm and 2% of pts in L-alone arm. 1 death occurred due to cardiac toxicity in the L+T arm. Conclusions: This is the largest study of 2 targeted agents in HER2+ MBC and the first to demonstrate the synergy of L+T in a phase III setting. Improved clinical outcome was achieved with the combination of L+T in pts progressing on T-based therapy and without a substantial change in the side effect profile. The role of combined anti-HER2 therapy, in combination with chemotherapy, in less heavily pretreated patients with early stage disease is ongoing in the ALTTO (Adjuvant L and/or T Treatment Optimization) study. ",,,,,,
,,,,,,,,,,,
,,,,,Endpoint,L,L + T,Hazard/OR,95% CI,P value,
,,,,,"PFS (median, wks)*",8.4,12,0.77,"0.6, 1.0",0.029,
,,,,,CBR (%)*,13.2,25.2,2.1,"1.1, 4.2",0.02,
,,,,,RR (%)*,6.9,10.3,1.5,"0.6, 3.9",0.46,
,,,,,"OS (median, wks)",39,51.6,0.75,"0.5, 1.1",0.106,
,,,,,*Intent to treat.,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,"Lapatinib and paclitaxel in HER2-negative, extracellular domain (ECD) positive metastatic breast cancer (MBC) in a randomized phase III study.",,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,Sub-category:,Metastatic Breast Cancer,,,,,,,
,,,,,,,,,,,
,,,Category:,Breast Cancer--Metastatic Breast Cancer,,,,,,,
,,,,,,,,,,,
,,,Meeting:,2008 ASCO Annual Meeting,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,Abstract No:,,1017,,,,,,
,,,,,,,,,,,
,,,Citation:,,J Clin Oncol 26: 2008 (May 20 suppl; abstr 1017),,,,,,
,,,,,,,,,,,
,,,Author(s):,,"R. S. Finn, R. Gagnon, A. Di Leo, M. F. Press, M. Arbushites, M. Koehler",,,,,,
,,,,,,,,,,,
,,,Abstract:,,"Background: It has been hypothesized that women with HER2-negative MBC respond to HER2-targeted drugs if the circulating baseline HER2 ECD is >16 ng/ml. Lapatinib, an oral, dual inhibitor of HER2 and EGFR, is effective in women with HER2+ MBC. We retrospectively examined this hypothesis using tissue and serum data from women with MBC who were enrolled in a randomized clinical trial of lapatinib and paclitaxel. Methods: Patients (pts, n=579) with newly diagnosed MBC were randomized to paclitaxel with placebo (P) or lapatinib (L+P). HER2 status was evaluated by fluorescence in situ hybridization or immunohistochemistry in archival tissue. Serum ECD was centrally measured by ELISA in available samples at baseline (bECD, n=473), Week 9, and every 12 weeks thereafter. Pts were stratified by HER2 and bECD status. Results: bECD was positive only in 62% (50/81) of HER2+ pts and in as many as 24% (96/392) of HER2-negative pts. It is known that PFS increased in L+P in HER2+ patients. In HER2-negative pts, bECD status had no effect on response (see Table). PFS within L+P or P was not significantly different across bECD strata. Follow-up median ECD levels were stable in bECD- pts, and decreased (up to 9 ng/mL) in bECD+ pts. Decreases were similar between treatment arms. Additional correlations (response rate, time, tumor burden) and descriptive statistics for HER2+ pts will be reported. Conclusions: This is the largest reported randomized ECD dataset for HER2-negative MBC pts. bECD+ levels were observed in 24% of HER2-negative MBC pts. We conclude that in HER2-negative MBC: (1) bECD is not predictive of benefit of L+P or P, (2) higher bECD may not indicate more refractory tumors as PFS with L+P and P was similar across bECD strata, (3) bECD may not contribute to treatment decisions for pts with HER2-negative MBC since PFS was similar in bECD strata. ",,,,,,
,,,,,,,,,,,
,,,,,,bECD+ (n=96),,,bECD- (n=296),,
,,,,,,L+P,P,p,L+P,P,p
,,,,,"Median PFS, wks, HER2-",17.3,24,0.7948,23.9,22.9,0.3598
,,,,,,,,,,,
,, ,,,,,,,,,
